14:27:36.859, so.fe, false
14:27:36.863, so.su, false
14:27:36.868, s.sf, false
14:27:36.875, spid.nto, false
14:27:36.879, r.s, Disabled
14:27:36.884, lms.s, false
14:27:36.891, i.jy, 0.0
14:27:36.897, i.jx, -0.0
14:27:36.904, dt.rps, 0.0
14:27:36.910, spid.vsp, 0.0
14:27:36.916, dt.rsp, -0.0
14:27:36.922, i.ld, false
14:27:36.929, s.aest, -483620.0
14:27:36.935, i.su, false
14:27:36.938, i.ssu, false
14:27:36.944, s.hf, false
14:27:36.949, i.ljs, 0.0
14:27:36.952, dt.le, 0.0
14:27:36.959, dt.re, 0.0
14:27:36.965, i.sf, false
14:27:36.968, so.lu, false
14:27:36.972, i.sd, false
14:27:36.975, i.ssd, false
14:27:36.982, so.sbrun, true
14:27:36.985, so.sbu, false
14:27:36.990, s.m, -0.5508317407966988
14:27:36.998, i.rjs, 0.0
14:27:37.003, dt.lps, 0.0
14:27:37.005, s.aes, -0.8894999999998608
14:27:37.010, so.lbu, false
14:27:37.012, s.sp, -0.92
14:27:37.017, so.fbe, false
14:27:37.019, i.lu, false
14:27:37.024, l.sl, true
14:27:59.043, r.s, Teleop
14:27:59.143, s.aes, -0.05789473684208863
14:27:59.147, s.aest, -595802.0
14:27:59.151, s.m, -7.448517196415563
14:27:59.153, so.sbrun, false
14:27:59.343, s.aes, -0.44428571428569746
14:27:59.347, s.aest, -597237.0
14:27:59.350, s.m, -6.995335283025063
14:27:59.544, s.aes, -0.7190476190475918
14:27:59.546, s.aest, -600368.0
14:27:59.549, s.m, -3.1984852684526577
14:27:59.744, s.aes, -0.9947368421057214
14:27:59.746, s.aest, -604725.0
14:27:59.750, s.m, -0.19189319935442656
14:27:59.944, s.aes, -0.8461904761904442
14:27:59.946, s.aest, -609211.0
14:27:59.950, s.m, -0.821616579709449
14:28:00.144, s.aes, -0.8889999999995453
14:28:00.146, s.aest, -613720.0
14:28:00.147, s.m, -0.54188063317653
14:28:00.344, s.aes, -0.9352631578944681
14:28:00.345, s.aest, -618196.0
14:28:00.349, s.m, -0.3694977272496435
14:28:00.544, s.aes, -0.9105000000001812
14:28:00.545, s.aest, -622687.0
14:28:00.549, s.m, -0.48268059518097106
14:28:00.743, s.aes, -0.9130000000001816
14:28:00.745, s.aest, -627164.0
14:28:00.749, s.m, -0.5106055642837546
14:28:00.943, s.aes, -0.8889999999995453
14:28:00.946, s.aest, -631644.0
14:28:00.949, s.m, -0.5455053756782764
14:28:01.044, r.s, Disabled
14:28:09.150, r.s, Teleop
14:28:09.250, s.aes, -0.30449999999984423
14:28:09.252, s.aest, -733998.0
14:28:09.256, s.m, -6.91530081516325
14:28:09.451, s.aes, -0.6370000000001268
14:28:09.453, s.aest, -736480.0
14:28:09.456, s.m, -4.600878676166688
14:28:09.651, s.aes, -0.8800000000001751
14:28:09.653, s.aest, -740374.0
14:28:09.656, s.m, -1.3590394803555572
14:28:09.852, s.aes, -0.8835000000001758
14:28:09.854, s.aest, -744989.0
14:28:09.858, s.m, -0.39679191049574547
14:28:10.052, s.aes, -0.900999999999539
14:28:10.054, s.aest, -749434.0
14:28:10.057, s.m, -0.47134167108208935
14:28:10.253, s.aes, -0.8929999999995433
14:28:10.254, s.aest, -753914.0
14:28:10.258, s.m, -0.561453997729328
14:28:10.453, s.aes, -0.8915000000001774
14:28:10.455, s.aest, -758401.0
14:28:10.458, s.m, -0.5262015767746052
14:28:10.653, s.aes, -0.8895000000001769
14:28:10.655, s.aest, -762883.0
14:28:10.658, s.m, -0.5427319723292185
14:28:10.853, s.aes, -0.8890000000001768
14:28:10.856, s.aest, -767365.0
14:28:10.859, s.m, -0.5308055076542078
14:28:11.060, s.aes, -0.8964999999995413
14:28:11.062, s.aest, -771846.0
14:28:11.065, s.m, -0.5122069188022524
14:28:11.260, s.aes, -0.8939999999995426
14:28:11.262, s.aest, -776328.0
14:28:11.265, s.m, -0.5365327211451768
