10:21:37.521, so.fe, false
10:21:37.524, so.su, true
10:21:37.530, spid.nto, true
10:21:37.533, s.sf, false
10:21:37.539, r.s, Disabled
10:21:37.546, i.jy, 0.0
10:21:37.551, lms.s, false
10:21:37.558, i.jx, -0.0
10:21:37.563, dt.rps, 0.0
10:21:37.570, spid.vsp, -0.94
10:21:37.577, dt.rsp, -0.0
10:21:37.582, i.ld, false
10:21:37.585, i.su, false
10:21:37.590, s.aest, -454021.0
10:21:37.593, i.ssu, false
10:21:37.599, s.hf, false
10:21:37.605, i.ljs, 0.0
10:21:37.611, dt.le, 0.0
10:21:37.615, dt.re, 0.0
10:21:37.621, i.sf, false
10:21:37.624, i.sd, false
10:21:37.629, so.lu, false
10:21:37.632, i.ssd, false
10:21:37.638, so.sbu, true
10:21:37.641, so.sbrun, true
10:21:37.646, i.rjs, 0.0
10:21:37.648, s.m, -0.6221035089633496
10:21:37.653, s.aes, -0.9089999999998579
10:21:37.655, dt.lps, 0.0
10:21:37.660, so.lbu, false
10:21:37.663, so.fbe, false
10:21:37.668, s.sp, -0.94
10:21:37.670, i.lu, false
10:21:37.675, l.sl, true
10:21:45.267, r.s, Teleop
10:21:45.368, s.aes, -0.15210526315785106
10:21:45.372, s.aest, -566340.0
10:21:45.377, s.m, -9.078699688360064
10:21:45.381, so.sbrun, false
10:21:45.569, s.aes, -0.5110000000004647
10:21:45.571, s.aest, -568140.0
10:21:45.575, s.m, -6.476498171227037
10:21:45.770, s.aes, -0.7714999999996054
10:21:45.772, s.aest, -571495.0
10:21:45.776, s.m, -2.936690814217485
10:21:45.971, s.aes, -0.9520000000008658
10:21:45.973, s.aest, -575964.0
10:21:45.978, s.m, -0.40156706657183167
10:21:46.172, s.aes, -0.8939999999995426
10:21:46.174, s.aest, -580560.0
10:21:46.178, s.m, -0.7168584045270763
10:21:46.373, s.aes, -0.9149999999995319
10:21:46.375, s.aest, -585138.0
10:21:46.380, s.m, -0.5528642918536462
10:21:46.577, s.aes, -0.9130000000008304
10:21:46.579, s.aest, -589709.0
10:21:46.582, s.m, -0.5852975845683541
10:21:46.684, s.aes, -0.9109999999995338
10:21:46.687, s.aest, -594277.0
10:21:46.691, s.m, -0.5540150929947194
10:21:46.885, s.aes, -0.9105000000008282
10:21:46.887, s.aest, -598845.0
10:21:46.891, s.m, -0.6023079053053898
10:21:47.086, s.aes, -0.9064999999995362
10:21:47.088, s.aest, -603426.0
10:21:47.092, s.m, -0.5690796707844201
10:21:47.287, s.aes, -0.9189999999995299
10:21:47.289, s.aest, -607995.0
10:21:47.293, s.m, -0.5587877711371111
10:21:47.488, s.aes, -0.9075000000008254
10:21:47.490, s.aest, -612566.0
10:21:47.494, s.m, -0.5863277748197324
10:21:47.689, s.aes, -0.9094999999995348
