13:21:23.869, spid.vsp, 0.0
13:21:23.873, r.s, Disabled
13:21:24.088, dt.re, 0.0
13:21:24.092, dt.le, 0.0
13:21:24.094, dt.rsp, -0.0
13:21:24.097, dt.rps, 0.0
13:21:24.099, dt.lps, 0.0
13:21:24.102, l.sl, true
13:21:24.104, lms.s, false
13:21:24.110, s.sp, 0.0
13:21:24.112, r.s, Teleop
13:21:24.191, s.aes, 0.0
13:21:24.193, s.aest, 0.0
13:21:24.196, s.m, 0.0
13:21:24.198, s.hf, false
13:21:24.201, s.sf, false
13:21:24.203, so.sbrun, false
13:21:24.206, so.sbu, false
13:21:24.208, so.lbu, false
13:21:24.210, so.fbe, false
13:21:24.211, so.su, false
13:21:24.224, so.lu, false
13:21:24.226, so.fe, false
13:21:24.228, i.ljs, 0.0
13:21:24.231, i.rjs, 0.0
13:21:24.233, i.jx, -0.0
13:21:24.236, i.jy, 0.0
13:21:24.238, i.ld, false
13:21:24.240, i.lu, false
13:21:24.243, i.sd, false
13:21:24.245, i.su, false
13:21:24.251, i.ssd, false
13:21:24.254, i.ssu, false
13:21:24.257, i.sf, false
13:29:18.133, spid.vsp, 0.0
13:29:18.135, r.s, Disabled
13:29:18.187, so.fe, false
13:29:18.189, so.su, false
13:29:18.192, s.sf, false
13:29:18.194, i.jy, 0.0
13:29:18.196, lms.s, false
13:29:18.198, i.jx, -0.0
13:29:18.201, dt.rps, 0.0
13:29:18.203, dt.rsp, -0.0
13:29:18.204, i.ld, false
13:29:18.208, i.su, false
13:29:18.211, s.aest, 0.0
13:29:18.212, i.ssu, false
13:29:18.214, s.hf, false
13:29:18.218, i.ljs, 0.0
13:29:18.219, dt.le, 0.0
13:29:18.221, dt.re, 0.0
13:29:18.227, i.sf, false
13:29:18.229, i.sd, false
13:29:18.230, so.lu, false
13:29:18.231, i.ssd, false
13:29:18.233, so.sbu, false
13:29:18.240, so.sbrun, false
13:29:18.241, i.rjs, 0.0
13:29:18.245, s.m, 0.0
13:29:18.246, s.aes, 0.0
13:29:18.248, dt.lps, 0.0
13:29:18.251, so.lbu, false
13:29:18.253, so.fbe, false
13:29:18.254, s.sp, 0.0
13:29:18.256, i.lu, false
13:29:18.261, l.sl, true
13:32:07.347, so.sbrun, true
13:32:08.949, s.sp, -0.92
13:32:08.953, s.aes, -0.15045454545460454
13:32:08.962, s.aest, -164.0
13:32:08.965, s.m, -10.79768295454531
13:32:08.966, so.sbu, true
13:32:08.967, so.su, true
13:32:09.149, dt.re, 11.90476190476951
13:32:09.151, dt.le, -11.904761904753398
13:32:09.156, dt.rps, 0.004761904761907804
13:32:09.159, dt.lps, -0.005952380952376699
13:32:09.162, s.aes, -0.5328571428567621
13:32:09.164, s.aest, -2016.0
13:32:09.167, s.m, -6.081062903182082
13:32:09.352, dt.re, 0.0
13:32:09.353, dt.le, 0.0
13:32:09.357, dt.rps, 0.0
13:32:09.358, dt.lps, 0.0
13:32:09.360, s.aes, -0.8130000000007394
13:32:09.363, s.aest, -5485.0
13:32:09.365, s.m, -2.3929752322269415
13:32:09.554, dt.le, 13.888888888888362
13:32:09.556, dt.lps, 0.006944444444444181
13:32:09.560, s.aes, -0.9455555555555196
13:32:09.561, s.aest, -10025.0
13:32:09.563, s.m, -0.08139606813012323
13:32:09.751, dt.le, 11.904761904753398
13:32:09.753, dt.lps, 0.005952380952376699
13:32:09.756, s.aes, -0.886666666667233
13:32:09.776, s.aest, -14484.0
13:32:09.779, s.m, -0.6766894278026703
13:32:09.952, dt.le, 0.0
13:32:09.954, dt.lps, 0.0
13:32:09.957, s.aes, -0.8685714285719834
13:32:09.959, s.aest, -18992.0
13:32:09.961, s.m, -0.53574161604025
13:32:10.153, s.aes, -0.8776923076919546
13:32:10.154, s.aest, -23575.0
13:32:10.157, s.m, -0.5561004666376539
13:32:10.352, s.aes, -0.8731999999998015
13:32:10.354, s.aest, -27998.0
13:32:10.357, s.m, -0.5223697555290091
13:32:10.552, s.aes, -0.8904761904767594
13:32:10.554, s.aest, -32442.0
13:32:10.557, s.m, -0.5466635483494793
13:32:10.752, s.aes, -0.9331578947379701
13:32:10.753, s.aest, -36843.0
13:32:10.756, s.m, -0.4130030234526312
13:32:10.952, s.aes, -0.8790476190469909
13:32:10.954, s.aest, -41333.0
13:32:10.955, s.m, -0.5415351283075724
13:32:11.153, s.aes, -0.88374999999892
13:32:11.154, s.aest, -45859.0
13:32:11.157, s.m, -0.505217788993834
13:32:11.354, s.aes, -0.9443749999988459
13:32:11.355, s.aest, -50278.0
13:32:11.358, s.m, -0.36980125649576256
13:32:11.554, s.aes, -0.858571428570815
13:32:11.555, s.aest, -54739.0
13:32:11.559, s.m, -0.6148059519563285
13:32:11.753, s.aes, -0.8878947368418503
13:32:11.754, s.aest, -59213.0
13:32:11.757, s.m, -0.5908906228927608
13:32:11.954, s.aes, -0.8509999999995647
13:32:11.956, s.aest, -63688.0
13:32:11.956, s.m, -0.6847055106986863
13:32:12.154, s.aes, -0.8971428571422161
13:32:12.155, s.aest, -68203.0
13:32:12.159, s.m, -0.383988200518128
13:32:12.355, s.aes, -0.9247619047624955
13:32:12.356, s.aest, -72680.0
13:32:12.357, s.m, -0.4537162287733827
13:32:12.555, s.aes, -0.8859259259263587
13:32:12.557, s.aest, -77302.0
13:32:12.560, s.m, -0.5652915949513918
13:32:12.756, s.aes, -0.9045000000008226
13:32:12.757, s.aest, -81581.0
13:32:12.760, s.m, -0.5973808940854378
13:32:12.959, s.aes, -0.8857894736839562
13:32:12.960, s.aest, -86067.0
13:32:12.961, s.m, -0.5215796270726042
13:32:12.964, so.fbe, true
13:32:12.965, so.fe, true
13:32:12.966, i.sf, true
13:32:13.164, dt.re, 10.416666666666272
13:32:13.166, dt.le, -21.73913043478626
13:32:13.167, dt.rps, 0.004166666666666509
13:32:13.170, dt.lps, -0.01086956521739313
13:32:13.171, s.aes, -0.8395652173914455
13:32:13.172, s.aest, -90077.0
13:32:13.173, s.m, -1.7308428567360261
13:32:13.176, so.fbe, false
13:32:13.178, so.fe, false
13:32:13.179, i.sf, false
13:32:13.364, dt.re, -12.499999999993605
13:32:13.366, dt.le, 12.499999999993605
13:32:13.370, dt.rps, -0.004999999999997442
13:32:13.371, dt.lps, 0.006249999999996802
13:32:13.372, s.aes, -0.9110000000008286
13:32:13.373, s.aest, -94550.0
13:32:13.376, s.m, -0.2663166471429904
13:32:13.568, dt.re, 0.0
13:32:13.569, dt.le, 0.0
13:32:13.572, dt.rps, 0.0
13:32:13.573, dt.lps, 0.0
13:32:13.575, s.aes, -0.9426666666657378
13:32:13.576, s.aest, -98982.0
13:32:13.579, s.m, -0.4134673067580771
13:32:13.767, s.aes, -0.8965000000008153
13:32:13.768, s.aest, -103474.0
13:32:13.771, s.m, -0.5616568913445371
13:32:13.976, s.aes, -0.926499999999526
13:32:13.978, s.aest, -107942.0
13:32:13.981, s.m, -0.4365293081498403
13:32:14.166, s.aes, -0.8529999999995636
13:32:14.168, s.aest, -112427.0
13:32:14.169, s.m, -0.6339871136498023
13:32:14.366, s.aes, -0.8875000000008072
13:32:14.368, s.aest, -116913.0
13:32:14.369, s.m, -0.561767389450164
13:32:14.566, s.aes, -0.9380952380945677
13:32:14.567, s.aest, -121442.0
13:32:14.570, s.m, -0.35974153581186513
13:32:14.767, s.aes, -0.8900000000008095
13:32:14.768, s.aest, -125878.0
13:32:14.769, s.m, -0.5615061247946287
13:32:14.969, s.aes, -0.8799999999995498
13:32:14.970, s.aest, -130350.0
13:32:14.973, s.m, -0.6077605996343919
13:32:15.169, s.aes, -0.8624999999995587
