time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.aest, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.vsp
27147, , , , , , , , , , , , , , , , , , , , -1.1061904761904342, -260609.0, , 14.448337880581931, , , , , , , , , , 
27347, , , , , , , , , , , , , , , , , , , , -1.1109999999998263, -266264.0, , 14.006644537124208, , , , , , , , , , 
27547, , , , , , , , , , , , , , , , , , , , -1.080000000000215, -271738.0, , 13.557710132230351, , , , , , , , , , 
27747, , , , , , , , , , , , , , , , , , , , -1.0474999999998362, -277032.0, , 13.152242289837938, , , , , , , , , , 
27947, , , , , , , , , , , , , , , , , , , , -1.011000000000201, -282158.0, , 12.718251809498856, , , , , , , , , , 
28147, , , , , , , , , , , , , , , , , , , , -0.9805000000001951, -287111.0, , 12.272300040597914, , , , , , , , , , 
28347, , , , , , , , , , , , , , , , , , , , -0.9434999999998525, -291902.0, , 11.891486808952278, , , , , , , , , , 
28547, , , , , , , , , , , , , , , , , , , , -0.9095000000001808, -296534.0, , 11.48085226906691, , , , , , , , , , 
28747, , , , , , , , , , , , , , , , , , , , -0.8849999999998616, -301019.0, , 11.124095668704594, , , , , , , , , , 
28947, , , , , , , , , , , , , , , , , , , , -0.8635000000001719, -305360.0, , 10.794247130768536, , , , , , , , , , 
29147, , , , , , , , , , , , , , , , , , , , -0.8335000000001659, -309559.0, , 10.430641625979575, , , , , , , , , , 
29347, , , , , , , , , , , , , , , , , , , , -0.8024999999998745, -313619.0, , 10.08541919469125, , , , , , , , , , 
29547, , , , , , , , , , , , , , , , , , , , -0.7765000000001545, -317547.0, , 9.748793826146223, , , , , , , , , , 
29747, , , , , , , , , , , , , , , , , , , , -0.7459999999998834, -321343.0, , 9.421137377723875, , , , , , , , , , 
29947, , , , , , , , , , , , , , , , , , , , -0.3520000000000701, -324252.0, , 5.8451324104806766, , , , , , , , , , 
30147, , , , , , , , , , , , , , , , , , , , -0.25500000000005074, -325568.0, , 3.289035917948904, , , , , , , , , , 
30347, , , , , , , , , , , , , , , , , , , , -0.23949999999996258, -326801.0, , 3.0488020926272807, , , , , , , , , , 
30547, , , , , , , , , , , , , , , , , , , , -0.22750000000004525, -327966.0, , 2.8771992234242694, , , , , , , , , , 
30747, , , , , , , , , , , , , , , , , , , , -0.21149999999996694, -329063.0, , 2.7046903130465205, , , , , , , , , , 
30947, , , , , , , , , , , , , , , , , , , , -0.2000000000000398, -330091.0, , 2.5340971170090683, , , , , , , , , , 
31147, , , , , , , , , , , , , , , , , , , , -0.18700000000003722, -331051.0, , 2.364748327503023, , , , , , , , , , 
31347, , , , , , , , , , , , , , , , , , , , -0.17299999999997298, -331940.0, , 2.189702147874552, , , , , , , , , , 
31547, , , , , , , , , , , , , , , , , , , , -0.16000000000003184, -332764.0, , 2.0272983622213707, , , , , , , , , , 
31747, , , , , , , , , , , , , , , , , , , , -0.14599999999997718, -333516.0, , 1.8505263933281617, , , , , , , , , , 
31947, , , , , , , , , , , , , , , , , , , , -0.13350000000002657, -334205.0, , 1.6926041358218518, , , , , , , , , , 
32147, , , , , , , , , , , , , , , , , , , , -0.11950000000002377, -334830.0, , 1.5304182878781205, , , , , , , , , , 
32347, , , , , , , , , , , , , , , , , , , , -0.10649999999998336, -335392.0, , 1.369681868503582, , , , , , , , , , 
32547, , , , , , , , , , , , , , , , , , , , -0.0945000000000188, -335892.0, , 1.216361603130053, , , , , , , , , , 
32747, , , , , , , , , , , , , , , , , , , , -0.08199999999998718, -336330.0, , 1.0604822065693034, , , , , , , , , , 
32947, , , , , , , , , , , , , , , , , , , , -0.07000000000001393, -336702.0, , 0.9033124262439406, , , , , , , , , , 
33147, , , , , , , , , , , , , , , , , , , , 0.004500000000000896, -336626.0, , -0.33636608780531074, , , , , , , , , , 
33347, , , , , , , , , , , , , , , , , , , , 0.014999999999997656, -336680.0, , -0.08347192264078959, , , , , , , , , , 
33547, , , , , , , , , , , , , , , , , , , , 0.0, -336686.0, , 0.0197229362230029, , , , , , , , , , 
33747, , , , , , , , , , , , , , , , , , , , , , , 5.57124132060386E-4, , , , , , , , , , 
33947, , , , , , , , , , , , , , , , , , , , , , , 1.573737779276663E-5, , , , , , , , , , 
34147, , , , , , , , , , , , , , , , , , , , , , , 4.4454197106188215E-7, , , , , , , , , , 
34347, , , , , , , , , , , , , , , , , , , , , , , 1.2557210396665589E-8, , , , , , , , , , 
34547, , , , , , , , , , , , , , , , , , , , , , , 3.547101133543499E-10, , , , , , , , , , 
34747, , , , , , , , , , , , , , , , , , , , , , , 1.0019682759258816E-11, , , , , , , , , , 
34947, , , , , , , , , , , , , , , , , , , , , , , 2.830312382322639E-13, , , , , , , , , , 
35147, , , , , , , , , , , , , , , , , , , , , , , 7.994931949443701E-15, , , , , , , , , , 
35347, , , , , , , , , , , , , , , , , , , , , , , 2.2583703931571644E-16, , , , , , , , , , 
35547, , , , , , , , , , , , , , , , , , , , , , , 6.379337391412975E-18, , , , , , , , , , 
35747, , , , , , , , , , , , , , , , , , , , , , , 1.8020049180943897E-19, , , , , , , , , , 
35947, , , , , , , , , , , , , , , , , , , , , , , 5.0902178793793695E-21, , , , , , , , , , 
36147, , , , , , , , , , , , , , , , , , , , , , , 1.4378605629419382E-22, , , , , , , , , , 
36347, , , , , , , , , , , , , , , , , , , , -0.30799999999995187, -337331.0, , -0.46129699425012405, , -0.25, , , , , , , , 
36547, , , , , , , , , , , , , , , , , , , , -0.19400000000003859, -338639.0, , -0.5518425339056539, , , , , , , , , , 
36747, , , , , , , , , , , , , , , , , , , , -0.23899999999996263, -339928.0, , 0.02800564955757727, , , , , , , , , , 
36947, , , , , , , , , , , , , , , , , , , , -0.25250000000005024, -341122.0, , -0.09004549732350324, , , , , , , , , , 
37147, , , , , , , , , , , , , , , , , , , , -0.24150000000004807, -342343.0, , -0.16401478953049672, , , , , , , , , , 
37347, , , , , , , , , , , , , , , , , , , , -0.24449999999996178, -343566.0, , -0.13234550768099007, , , , , , , , , , 
37547, , , , , , , , , , , , , , , , , , , , -0.24800000000004932, -344782.0, , -0.132451936250377, , , , , , , , , , 
37747, , , , , , , , , , , , , , , , , , , , -0.2449999999999617, -345999.0, , -0.1376425971923386, , , , , , , , , , 
37947, , , , , , , , , , , , , , , , , , , , -0.24450000000004865, -347217.0, , -0.1378086279663412, , , , , , , , , , 
38147, , , , , , , , , , , , , , , , , , , , -0.24550000000004885, -348433.0, , -0.1388506522904836, , , , , , , , , , 
38347, , , , , , , , , , , , , , , , , , , , -0.2439999999999619, -349651.0, , -0.14170157005930922, , , , , , , , , , 
38547, , , , , , , , , , , , , , , , , , , , -0.24650000000004904, -350868.0, , -0.13645401662725135, , , , , , , , , , 
38747, , , , , , , , , , , , , , , , , , , , -0.24649999999996147, -352085.0, , -0.13844761077618614, , , , , , , , , , 
38947, , , , , , , , , , , , , , , , , , , , -0.24300000000004834, -353304.0, , -0.13961777848697193, , , , , , , , , , 
39147, , , , , , , , , , , , , , , true, , , , , -0.372000000000074, -354661.0, , -2.5022632285823208, , -0.5, , , , , , , , 
39347, , , , , , , , , , , , , , , false, , , , , -0.5124999999999199, -357231.0, , 0.23127343537779416, , , , , , , , , , 
39547, , , , , , , , , , , , , , , , , , , , -0.5015000000000998, -359600.0, , -0.2678255736683441, , , , , , , , , , 
39747, , , , , , , , , , , , , , , , , , , , -0.48149999999992477, -362051.0, , -0.32974098153802966, , , , , , , , , , 
39947, , , , , , , , , , , , , , , , , , , , -0.4900000000000975, -364483.0, , -0.26314006866996986, , , , , , , , , , 
40147, , , , , , , , , , , , , , , , , , , , -0.49499999999992267, -366918.0, , -0.2552895249927697, , , , , , , , , , 
40347, , , , , , , , , , , , , , , true, , , , , -0.7025000000001397, -369812.0, , -1.5483244514954158, , -0.75, , , , , , , , 
40547, , , , , , , , , , , , , , , false, , , , , -0.76799999999988, -373668.0, , 0.025212628102943196, , , , , , , , , , 
40747, , , , , , , , , , , , , , , , , , , , -0.7094999999998891, -377331.0, , , , , , , , , , , , 
40847, , , , , , , , , , , , , , , , , , , , , , , -0.5680603834859066, , , , , , , , , , 
40947, , , , , , , , , , , , , , , , , , , , -0.7345000000001461, -380999.0, , , , , , , , , , , , 
41047, , , , , , , , , , , , , , , , , , , , , , , -0.37005757702201847, , , , , , , , , , 
41147, , , , , , , , , , , , , , , , , , , , -0.7329999999998855, , , , , , , , , , , , , 
41247, , , , , , , , , , , , , , , , , , , , , -384648.0, , -0.40798904365543787, , , , , , , , , , 
41347, , , , , , , , , , , , , , , , , , , , -0.7300000000001452, -388295.0, , , , , , , , , , , , 
41447, , , , , , , , , , , , , , , , , , , , , , , -0.4152176632333776, , , , , , , , , , 
41547, , , , , , , , , , , , , , , , , , , , -0.7359999999998849, , , , , , , , , , , , , 
41647, , , , , , , , , , , , , , , , , , , , , -391954.0, , -0.3775159131899691, , , , , , , , , , 
41747, , , , , , , , , , , , , , , , , , , , -0.7165217391303339, -395646.0, , , , , , , , , , , , 
41847, , , , , , , , , , , , , , , , , , , , , , , -0.48728530033872086, , , , , , , , , , 
41947, , , , , , , , , , , , , , , , , , , , -0.729500000000145, -399257.0, , , , , , , , , , , , 
42047, , , , , , , , , , , , , , , , , , , , , , , -0.426692669420785, , , , , , , , , , 
42147, , , , , , , , , , , , , , , , , , , , -0.7334999999998854, -402903.0, , , , , , , , , , , , 
42247, , , , , , , , , , , , , , , , , , , , , , , -0.4316208911915637, , , , , , , , , , 
42347, , , , , , , , , , , , , , , , , , , , -0.7355000000001464, -406560.0, , , , , , , , , , , , 
42447, , , , , , , , , , , , , , , , , , , , , , , -0.4026136598758749, , , , , , , , , , 
42547, , , , , , , , , , , , , , , , , , , , -0.7324999999998855, -410212.0, , , , , , , , , , , , 
42647, , , , , , , , , , , , , , , , , , , , , , , -0.41451749247445335, , , , , , , , , , 
42747, , , , , , , , , , , , , , , , , , , , -0.7304999999998858, -413864.0, , , , , , , , , , , , 
42847, , , , , , , , , , , , , , , , , , , , , , , -0.4355916541738079, , , , , , , , , , 
42947, , , , , , , , , , , , , , , , , , , , -0.6966666666668759, , , , , , , , , , , , , 
43047, , , , , , , , , , , , , , , , , , , , , -417526.0, , -0.5429400727710363, , , , , , , , , , 
43147, , , , , , , , , , , , , , , , , , , , -0.8164999999998723, , , , , -0.8, , , , , , , , 
43247, , , , , , , , , , , , , , , true, , , , , , -421304.0, , -0.37644509908499096, , , , , , , , , , 
43347, , , , , , , , , , , , , , , , , , , , -0.7745000000001541, -425219.0, , -0.5218115919338562, , , , , , , , , , 
43447, , , , , , , , , , , , , , , false, , , , , , , , , , , , , , , , , , 
43547, , , , , , , , , , , , , , , , , , , , -0.786999999999877, -429130.0, , -0.3724468680396658, , , , , , , , , , 
43747, , , , , , , , , , , , , , , , , , , , -0.7779999999998783, , , , , , , , , , , , , 
43847, , , , , , , , , , , , , , , , , , , , , -433013.0, , -0.48375231724128936, , , , , , , , , , 
43947, , , , , , , , , , , , , , , , , , , , -0.7750000000001542, -436916.0, , , , , , , , , , , , 
44047, , , , , , , , , , , , , , , , , , , , , , , -0.4731603793485992, , , , , , , , , , 
44147, , , , , , , , , , , , , , , , , , , , -0.7834999999998775, -440813.0, , , , , , , , , , , , 
44247, , , , , , , , , , , , , , , , , , , , , , , -0.4321918564736843, , , , , , , , , , 
44347, , , , , , , , , , , , , , , , , , , , -0.786999999999877, , , , , , , , , , , , , 
44447, , , , , , , , , , , , , , , , , , , , , -444713.0, , -0.47908797878002773, , , , , , , , , , 
44547, , , , , , , , , , , , , , , , , , , , -0.76799999999988, , , , , , , , , , , , , 
44647, , , , , , , , , , , , , , , , , , , , , -448602.0, , -0.5106005522583728, , , , , , , , , , 
44747, , , , , , , , , , , , , , , , , , , , -0.750476190476162, -452502.0, , , , , , , , , , , , 
44847, , , , , , , , , , , , , , , , , , , , , , , -0.55318055882927, , , , , , , , , , 
44947, , , , , , , , , , , , , , , , , , , , -0.7780000000001548, , , , , , , , , , , , , 
45047, , , , , , , , , , , , , , , , , , , , , -456402.0, , -0.3953971342858331, , , , , , , , , , 
45147, , , , , , , , , , , , , , , , , , , , -0.784000000000156, , , , , , , , , , , , , 
45247, , , , , , , , , , , , , , , , , , , , , -460298.0, , -0.473976573762935, , , , , , , , , , 
45347, , , , , , , , , , , , , , , , , , , , -0.7699999999998797, , , , , , , , , , , , , 
45447, , , , , , , , , , , , , , , , , , , , , -464192.0, , -0.5257392505835088, , , , , , , , , , 
45547, , , , , , , , , , , , , , , , , , , , , , , , , -0.82, , , , , , , , 
45647, , , , , , , , , , , , , , , true, , , , , -0.8125000000001616, -468127.0, , -0.4921106408663781, , , , , , , , , , 
45747, , , , , , , , , , , , , , , , , , , , -0.8094999999998734, , , , , , , , , , , , , 
45847, , , , , , , , , , , , , , , false, , , , , , -472150.0, , -0.4568008413627358, , , , , , , , , , 
45947, , , , , , , , , , , , , , , , , , , , -0.7652380952383252, , , , , , , , , , , , , 
46047, , , , , , , , , , , , , , , , , , , , , -476117.0, , -0.5883585399886196, , , , , , , , , , 
46147, , , , , , , , , , , , , , , , , , , , -0.7671428571428281, , , , , , , , , , , , , 
46247, , , , , , , , , , , , , , , , , , , , , -480107.0, , -0.5459563404517103, , , , , , , , , , 
46347, , , , , , , , , , , , , , , , , , , , -0.7633333333333044, , , , , , , , , , , , , 
46447, , , , , , , , , , , , , , , , , , , , , -484095.0, , -0.5278697675748081, , , , , , , , , , 
46547, , , , , , , , , , , , , , , , , , , , -0.832105263157967, , , , , , , , , , , , , 
46647, , , , , , , , , , , , , , , , , , , , , -488086.0, , -0.37173655721843896, , , , , , , , , , 
46747, , , , , , , , , , , , , , , , , , , , -0.799999999999875, , , , , , , , , , , , , 
46847, , , , , , , , , , , , , , , , , , , , , -492077.0, , -0.4866320676363939, , , , , , , , , , 
46947, , , , , , , , , , , , , , , , , , , , -0.7600000000002283, , , , , , , , , , , , , 
47047, , , , , , , , , , , , , , , , , , , , , -496069.0, , -0.5369829178643959, , , , , , , , , , 
47147, , , , , , , , , , , , , , , , , , , , -0.8060000000001604, , , , , , , , , , , , , 
47247, , , , , , , , , , , , , , , , , , , , , -500064.0, , -0.45844710986587056, , , , , , , , , , 
47347, , , , , , , , , , , , , , , , , , , , -0.7949999999998757, , , , , , , , , , , , , 
47447, , , , , , , , , , , , , , , , , , , , , -504040.0, , -0.5468649731877667, , , , , , , , , , 
47547, , , , , , , , , , , , , , , , , , , , -0.7875000000001567, , , , , , , , , , , , , 
47647, , , , , , , , , , , , , , , , , , , , , -508035.0, , -0.570578053314508, , , , , , , , , , 
47747, , , , , , , , , , , , , , , , , , , , -0.7939999999998759, , , , , , , , , , , , , 
47847, , , , , , , , , , , , , , , , , , , , , -512038.0, , -0.48430463367344967, , , , , , , , , , 
47947, , , , , , , , , , , , , , , , , , , , -0.7935000000001579, , , , , , , , , , , , , 
48047, , , , , , , , , , , , , , , , , , , , , -516027.0, , -0.47307093891576546, , , , , , , , , , 
48147, , , , , , , , , , , , , , , , , , , , -0.794000000000158, -520009.0, , , , , , , , , , , , 
48247, , , , , , , , , , , , , , , , , , , , , , , -0.5518644337595924, , , , , , , , , , 
48347, , , , , , , , , , , , , , , , , , , , -0.8019999999998746, , , , , , , , , , , , , 
48447, , , , , , , , , , , , , , , , , , , , , -524013.0, , -0.45131684141901496, , , , , , , , , , 
48547, , , , , , , , , , , , , , , , , , , , -0.7905000000001573, , , , , , , , , , , , , 
48647, , , , , , , , , , , , , , , , , , , , , -528004.0, , -0.4728699986734082, , , , , , , , , , 
48747, , , , , , , , , , , , , , , , , , , , , , , , , -0.8, , , , , , , , 
48847, , , , , , , , , , , , , , , , , , , , -0.7694999999998796, -531892.0, , -0.5856936450973317, , , , , , , , , , 
48947, , , , , , , , , , , , , , , , , , , , -0.7860000000001565, -535806.0, , , , , , , , , , , , 
49047, , , , , , , , , , , , , , , , , , , , , , , -0.41015707713067606, , , , , , , , , , 
49147, , , , , , , , , , , , , , , , , , , , -0.7875000000001567, , , , , , , , , , , , , 
49247, , , , , , , , , , , , , , , , , , , , , -539688.0, , -0.4365266111485071, , , , , , , , , , 
49347, , , , , , , , , , , , , , , , , , , , -0.7849999999998774, , , , , , , , , , , , , 
49447, , , , , , , , , , , , , , , , , , , , , -543586.0, , -0.45889452059638464, , , , , , , , , , 
49547, , , , , , , , , , , , , , , , , , , , , , , , , -0.75, , , , , , , , 
49647, , , , , , , , , , , , , , , , , , , , -0.7070000000001407, -547321.0, , -0.512488927122311, , , , , , , , , , 
49747, , , , , , , , , , , , , , , , , , , , -0.7404999999998844, , , , , , , , , , , , , 
49847, , , , , , , , , , , , , , , , , , , , , -550973.0, , -0.3240050475425178, , , , , , , , , , 
49947, , , , , , , , , , , , , , , , , , , , -0.729500000000145, , , , , , , , , , , , , 
50047, , , , , , , , , , , , , , , , , , , , , -554616.0, , -0.44673481087023537, , , , , , , , , , 
50147, , , , , , , , , , , , , , , , , , , , , , , , , -0.5, , , , , , , , 
50247, , , , , , , , , , , , , , , , , , , , -0.45550000000009067, -557847.0, , 0.6235159473075701, , , , , , , , , , 
50347, , , , , , , , , , , , , , , , , , , , -0.5454999999999147, , , , , , , , , , , , , 
50447, , , , , , , , , , , , , , , , , , , , , -560062.0, , -0.10394905909123281, , , , , , , , , , 
50547, , , , , , , , , , , , , , , , , , , , , , , , , -0.25, , , , , , , , 
50647, , , , , , , , , , , , , , true, , , , , , -0.40700000000008096, -562492.0, , 2.465919309254552, , , , , , , , , , 
50847, , , , , , , , , , , , , , false, , , , , , -0.2249999999999648, -563516.0, , -0.7886632867680073, , , , , , , , , , 
51047, , , , , , , , , , , , , , , , , , , , -0.20050000000003987, -564843.0, , -0.2795279629055681, , , , , , , , , , 
51247, , , , , , , , , , , , , , , , , , , , -0.2650000000000527, -566065.0, , 0.056565847501387004, , , , , , , , , , 
51447, , , , , , , , , , , , , , true, , , , , , 0.03349999999999476, -566820.0, , 0.7666975640251695, , 0.0, , , , , , , , 
51647, , , , , , , , , , , , , , false, , , , , , -0.06050000000001203, -566681.0, , 0.34044178664560015, , , , , , , , , , 
51847, , , , , , , , , , , , , , , , , , , , -0.0059999999999990625, -566662.0, , -0.09230816463660937, , , , , , , , , , 
52047, , , , , , , , , , , , , , , , , , , , 0.0, -566688.0, , 0.011226755755328909, , , , , , , , , , 
52247, , , , , , , , , , , , , , , , , , , , , , , 3.1712806274487144E-4, , , , , , , , , , 
52447, , , , , , , , , , , , , , , , , , , , , , , 8.958082848874513E-6, , , , , , , , , , 
52647, , , , , , , , , , , , , , , , , , , , , , , 2.530436683298456E-7, , , , , , , , , , 
52847, , , , , , , , , , , , , , , , , , , , , , , 7.1478573219346524E-9, , , , , , , , , , 
53047, , , , , , , , , , , , , , , , , , , , , , , 2.019092776829963E-10, , , , , , , , , , 
53247, , , , , , , , , , , , , , , , , , , , , , , 5.703437348891448E-12, , , , , , , , , , 
53447, , , , , , , , , , , , , , , , , , , , , , , 1.61107988528401E-13, , , , , , , , , , 
53647, , , , , , , , , , , , , , , , , , , , , , , 4.550901917544919E-15, , , , , , , , , , 
53847, , , , , , , , , , , , , , , , , , , , , , , 1.2855171523330778E-16, , , , , , , , , , 
54047, , , , , , , , , , , , , , , , , , , , , , , 3.63126777699057E-18, , , , , , , , , , 
54247, , , , , , , , , , , , , , , , , , , , , , , 1.025743269491087E-19, , , , , , , , , , 
54447, , , , , , , , , , , , , , , , , , , , , , , 2.8974708545956874E-21, , , , , , , , , , 
54647, , , , , , , , , , , , , , , , , , , , , , , 8.184638011221591E-23, , , , , , , , , , 
54847, , , , , , , , , , , , , , , , , , , , , , , 2.3119576601946827E-24, , , , , , , , , , 
55047, , , , , , , , , , , , , , , , , , , , , , , 6.530708157409499E-26, , , , , , , , , , 
55247, , , , , , , , , , , , , , , , , , , , , , , 1.8447634129105783E-27, , , , , , , , , , 
55447, , , , , , , , , , , , , , , , , , , , , , , 5.211000044080052E-29, , , , , , , , , , 
55647, , , , , , , , , , , , , , , , , , , , , , , 1.4719785349905225E-30, , , , , , , , , , 
55847, , , , , , , , , , , , , , , , , , , , , , , 4.157975031941028E-32, , , , , , , , , , 
56047, , , , , , , , , , , , , , , , , , , , , , , 1.174525032483324E-33, , , , , , , , , , 
56247, , , , , , , , , , , , , , , , , , , , , , , 3.3177425100745987E-35, , , , , , , , , , 
56447, , 0.01330708661417322, , 0.010440944881889756, -0.010236220472440938, , 0.011373578302712153, , , , , , , , , , , , , , , , 9.371801416512065E-37, , , , , , , , , , 
56647, , 0.0, , 0.0, 0.0, , 0.0, , , , , , , , , , , , , , , , 2.6473019387077965E-38, , , , , , , , , , 
56847, , , , , , , , , , , , , , , , , , , , , , , 7.477972743146671E-40, , , , , , , , , , 
57047, , , , , , , , , , , , , , , , , , , , , , , 2.1123422126355673E-41, , , , , , , , , , 
57247, , , , , , , , , , , , , , , , , , , , , , , 5.9668439248744255E-43, , , , , , , , , , 
57447, , , , , , , , , , , , , , , , , , , , , , , 1.6854857234230394E-44, , , , , , , , , , 
57647, , , , , , , , , , , , , , , , , , , , , , , 4.7610799940986806E-46, , , , , , , , , , 
57847, , , , , , , , , , , , , , , , , , , , , , , 1.3448872568419424E-47, , , , , , , , , , 
58047, , , , , , , , , , , , , , , , , , , , , , , 3.798973627533544E-49, , , , , , , , , , 
58247, , , , , , , , , , , , , , , , , , , , , , , 1.0731160213819702E-50, , , , , , , , , , 
58447, , , , , , , , , , , , , , , , , , , , , , , 3.0312871534576118E-52, , , , , , , , , , 
58647, , , , , , , , , , , , , , , , , , , , , , , 8.562635934634398E-54, , , , , , , , , , 
58847, , , , , , , , , , , , , , , , , , , , , , , 2.4187327177321974E-55, , , , , , , , , , 
59047, , , , , , , , , , , , , , , , , , , , , , , 6.832321267058487E-57, , , , , , , , , , 
59247, , , , , , , , , , , , , , , , , , , , , , , 1.9299616511603402E-58, , , , , , , , , , 
59447, , , , , , , , , , , , , , , , , , , , , , , 5.451663979719681E-60, , , , , , , , , , 
59647, , , , , , , , , , , , , , , , , , , , , , , 1.5399601401356469E-61, , , , , , , , , , 
59847, , , , , , , , , , , , , , , , , , , , , , , 4.350006240348915E-63, , , , , , , , , , 
