time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.nto, spid.vsp
1882479, , , , , , , , , , , , , , , , , , , , , , 3.705530215492686E-44, , , , , , , , , , , 
1882679, , , , , , , , , , , , , , , , , , , , , , 1.0467205702983197E-45, , , , , , , , , , , 
1882879, , , , , , , , , , , , , , , , , , , , , , 2.956726537284396E-47, , , , , , , , , , , 
1883079, , , , , , , , , , , , , , , , , , , , , , 8.352020648443173E-49, , , , , , , , , , , 
1883279, , , , , , , , , , , , , , , , , , , , , , 2.359239112322125E-50, , , , , , , , , , , 
1883479, , , , , , , , , , , , , , , , , , , , , , 6.664266557037307E-52, , , , , , , , , , , 
1883679, , , , , , , , , , , , , , , , , , , , , , 1.8824903551014848E-53, , , , , , , , , , , 
1883879, , , , , , , , , , , , , , , , , , , , , , 5.3175693179739E-55, , , , , , , , , , , 
2045779, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.0
2045879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.0, false, 0.0, false, false, false, false, true, true, false, Disabled, 0.0, false, 5.3175693179739E-55, false, 0.0, false, false, false, false, true, true, true, , 0.0
2045979, , , , , , , , , , , , , , , , , , , Disabled, , , , , , , , , , , , , , 
2102979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.0, , 0.0, false, false, false, false, true, , false, Disabled, 0.0, false, 5.3175693179739E-55, false, , , false, , false, true, true, true, , 0.0
2103079, , , , , , , , , , false, , , , , , , true, , , , , , , 0.0, false, , false, , , , , , 
2117679, , , , , , , , , , , , , , , , false, , , , , , 0.0, , , , , , , , false, false, , 
2121279, , , , , , , , , , , , , , , , true, , , , , , , , , , , , , , true, true, , 
2249779, , , , , , , , , , , , , , , , , , , Disabled, , , , , , , , , , , , , , 0.0
2249879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.0, false, 0.0, false, false, false, false, true, true, false, , 0.0, false, 0.0, false, 0.0, false, false, false, false, true, true, true, , 
2303379, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.0, , , false, false, false, false, true, , false, Disabled, , false, , false, , , false, , false, , , true, , 0.0
2303479, , 0.0, , , , , , , , false, 0.0, , , , , , true, , Disabled, 0.0, , 0.0, , 0.0, false, , false, , true, true, , , 
2312279, , , , , , , , , , , , , , , , false, , , , , , , , , , , , , , false, false, , 
2315879, , , , , , , , , , , , , , , , , , , , -1952.3809523808784, , -5.986592857142867, , -0.5, , , , , , true, true, , 
2316079, , , , , , , , , , , , , , , , , , , , -11637.500000000247, , -6.362385604212429, , -0.87, , , , , , , , , 
2316279, , , , , , , , , , , , , , , , , , , , -17845.23809523742, , -3.6748679473395187, , -0.95, , , , , , , , , 
2316479, , , , , , , , , , , , , , , , , , , , -22702.380952382013, , -0.9735145580665612, , , , , , , , , , , 
2316679, , , , , , , , , , , , , , , , , , , , -21833.333333334354, , -0.6858004611789474, , , , , , , , , , , 
2316879, , , , , , , , , , , , , , , , , , , , -22785.714285713424, , -0.4919499440583968, , , , , , , , , , , 
2317079, , , , , , , , , , , , , , , , , , , , -22333.333333334376, , -0.6546172515598445, , , , , , , , , , , 
2317279, , , , , , , , , , , , , , , , , , , , -22285.714285713442, , -0.6103244162188967, , , , , , , , , , , 
2317479, , , , , , , , , , , , , , , , , , , , -23412.5000000005, , -0.5725307751165873, , , , , , , , , , , 
2317679, , , , , , , , , , , , , , , , , , , , -22440.47619047724, , -0.6297861916414986, , , , , , , , , , , 
2317879, , , , , , , , , , , , , , , , , , , , -22949.99999999845, , -0.49749415760663396, , , , , , , , , , , 
2318079, , , , , , , , , , , , , true, , , , , , , -23000.00000000049, , -0.5508085826018742, , , true, true, , , , , , , 
2318279, , , , , , , , , , , , , false, , , , , , , -22850.000000000487, , -0.590640580043324, , , false, false, , , , , , , 
2318479, , , , , , , , , , , , , , , , , , , , -23960.526315789313, , -0.5211438644783684, , , , , , , , , , , 
2318679, , , , , , , , , , , , , , , , , , , , -22675.000000000484, , -0.6064422991524334, , , , , , , , , , , 
2318879, , , , , , , , , , , , , , , , , , , , -22849.999999998457, , -0.5923317674846311, , , , , , , , , , , 
2319079, , , , , , , , , , , , , , , , , , , , -22600.00000000048, , -0.6158926536642412, , , , , , , , , , , 
2319279, , , , , , , , , , , , , , , , , , , , -23802.631578947206, , -0.5100850156720135, , , , , , , , , , , 
2319479, , , , , , , , , , , , , true, , , , , , , -22800.000000000487, , -0.5792833829010778, , , true, true, , , , , , , 
2319679, , , , , , , , , , , , , , , , , , , , -23150.000000000495, , -0.6477617182650939, , , , , , , , , , , 
2319879, , , , , , , , , , , , , false, , , , , , , -22637.500000000484, , -0.6401577408779685, , , false, false, , , , , , , 
2320079, , , , , , , , , , , , , , , , , , , , -22800.000000000487, , -0.5420124124370487, , , , , , , , , , , 
2320279, , , , , , , , , , , , , , , , , , , , -22837.500000000487, , -0.576181769735882, , , , , , , , , , , 
2320479, , , , , , , , , , , , , , , , , , , , -23947.36842105471, , -0.5013518472427805, , , , , , , , , , , 
2320679, , , , , , , , , , , , , , , , , , , , -23999.999999997595, , -0.5357251126977371, , , , , , , , , , , 
2320879, , , , , , , , , , , , , , , , , , , , -23842.105263155507, , -0.5543119103150693, , , , , , , , , , , 
2321079, , , , , , , , , , , , , true, , , , , , , -24039.47368420812, , -0.4970322317442242, , , true, true, , , , , , , 
2321279, , , , , , , , , , , , , false, , , , , , , -23684.210526317846, , -0.5226901670080115, , , false, false, , , , , , , 
2321479, , , , , , , , , , , , , , , , , , , , -22737.500000000484, , -0.599166904209822, , , , , , , , , , , 
2321679, , , , , , , , , , , , , , , , , , , , -22974.99999999641, , -0.5727566736325844, , , , , , , , , , , 
2321879, , , , , , , , , , , , , , , , , , , , -23644.736842102895, , -0.5592375208135163, , , , , , , , , , , 
2322079, , , , , , , , , , , , , , , , , , , , -22825.000000000487, , -0.6166881198797546, , , , , , , , , , , 
2322279, , , , , , , , , , , , , , , , , , , , -23868.42105263365, , -0.5184309887110558, , , , , , , , , , , 
2322479, , , , , , , , , , , , , , , , , , , , -22812.500000000487, , -0.6942892340897561, , , , , , , , , , , 
2322679, , , , , , , , , , , , , , , , , , , , -23868.421052629186, , -0.5469253119404693, , , , , , , , , , , 
2322879, , , , , , , , , , , , , , , , , , , , -23578.947368423098, , -0.5474451910767166, , , , , , , , , , , 
2323079, , , , , , , , , , , , , , , , , , , , -23802.631578949433, , -0.5329416790268715, , , , , , , , , , , 
2323279, , , , , , , , , , , , , , , , , , , , -24000.00000000208, , -0.5178897505983551, , , , , , , , , , , 
2323479, , , , , , , , , , , , , , , , , , , , -23921.05263157655, , -0.5366548650521435, , , , , , , , , , , 
2323679, , , , , , , , , , , , , , , , , , , , -23855.263157892346, , -0.5070232259562144, , , , , , , , , , , 
2323879, , , , , , , , , , , , , , , , , , , , -22850.000000000487, , -0.6763433506620058, , , , , , , , , , , 
2324079, , , , , , , , , , , , , , , , , , , , -23907.89473684418, , -0.545617453365896, , , , , , , , , , , 
2324279, , , , , , , , , , , , , , , , , , , , -23855.263157896807, , -0.5314748776691304, , , , , , , , , , , 
2324479, , , , , , , , , , , , , , , , , , , , -22912.500000000487, , -0.6692347536422967, , , , , , , , , , , 
2324679, , , , , , , , , , , , , , , , , , , , -24026.315789471275, , -0.461105520014431, , , , , , , , , , , 
2324879, , , , , , , , , , , , , , , , , , , , -23776.315789475746, , -0.5560260653274345, , , , , , , , , , , 
2325079, , , , , , , , , , , , , , , , , , , , -23921.052631581024, , -0.500265506940401, , , , , , , , , , , 
2325279, , , , , , , , , , , , , , , , , , , , -22850.000000000487, , -0.6364690933743914, , , , , , , , , , , 
2325479, , , , , , , , , , , , , , , , , , , , -23684.210526313414, , -0.46172142322533544, , , , , , , , , , , 
2325679, , , , , , , , , , , , , , , , , , , , -22799.999999996435, , -0.7059881338971609, , , , , , , , , , , 
2325879, , , , , , , , , , , , , , , , , , , , -23828.94736842312, , -0.47788387125502774, , , , , , , , , , , 
2326079, , , , , , , , , , , , , , , , , , , , -22662.500000000484, , -0.6766140065086438, , , , , , , , , , , 
2326279, , , , , , , , , , , , , , , , , , , , -22887.500000000487, , -0.6243413584393711, , , , , , , , , , , 
2326479, , , , , , , , , , , , , , , , , , , , -22925.000000000487, , -0.5998563367552778, , , , , , , , , , , 
2326679, , , , , , , , , , , , , , , , , , , , -22612.499999996464, , -0.7199434329694285, , , , , , , , , , , 
2326879, , , , , , , , , , , , , , , , , , , , -22787.500000000487, , -0.6104330953393128, , , , , , , , , , , 
2327079, , , , , , , , , , , , , , , , , , , , -22437.500000000477, , -0.6082801448691062, , , , , , , , , , , 
2327279, , , , , , , , , , , , , , , , , , , , -22712.500000000484, , -0.5963888516688567, , , , , , , , , , , 
2327479, , , , , , , , , , , , , , , , , , , , -22612.50000000048, , -0.616713696934914, , , , , , , , , , , 
2327679, , , , , , , , , , , , , , , , , , , , -22849.999999996428, , -0.5761937872869984, , , , , , , , , , , 
2327879, , , , , , , , , , , , , , , , , , , , -22812.500000000487, , -0.591329584314306, , , , , , , , , , , 
2328079, , , , , , , , , , , , , , , , , , , , -22925.000000000487, , -0.5800539940076233, , , , , , , , , , , 
2328279, , , , , , , , , , , , , , , , , , , , -22862.500000000487, , -0.5965329826370634, , , , , , , , , , , 
2328479, , , , , , , , , , , , , , , , , , , , -22637.500000000484, , -0.6113491010486523, , , , , , , , , , , 
2328679, , , , , , , , , , , , , , , , , , , , -22849.999999996428, , -0.5929436001042467, , , , , , , , , , , 
2328879, , , , , , , , , , , , , , , , , , , , -22812.500000000487, , -0.5762262064889292, , , , , , , , , , , 
2329079, , , , , , , , , , , , , , , , , , , , -22462.50000000048, , -0.6025125459383016, , , , , , , , , , , 
2329279, , , , , , , , , , , , , , , , , , , , -22787.500000000487, , -0.5914072057000703, , , , , , , , , , , 
2329479, , , , , , , , , , , , , , , , , , , , -23012.50000000049, , -0.5664473971638673, , , , , , , , , , , 
2329679, , , , , , , , , , , , , , , , , , , , -22574.99999999647, , -0.6037972509744522, , , , , , , , , , , 
2329879, , , , , , , , , , , , , , , , , , , , -22712.500000000484, , -0.5995537139458956, , , , , , , , , , , 
2330079, , , , , , , , , , , , , , , , , , , , -22862.500000000487, , -0.5887629236866724, , , , , , , , , , , 
2330279, , , , , , , , , , , , , , , , , , , , -22675.000000000484, , -0.6001457852162766, , , , , , , , , , , 
2357279, , , , , , , , , , , , , , , , , , , , -3375.0000000006717, , -9.183854186140398, , , , , , , , , , , 
2357479, , , , , , , , , , , , , , , , , , , , -12430.555555559991, , -6.843078396123582, , , , , , , , , , , 
2357679, , , , , , , , , , , , , , , , , , , , -18333.33333333884, , -3.505803738504739, , , , , , , , , , , 
2357779, , , , , , , , , , , , , , , , , , , , -23924.99999999626, , -0.7562213990040982, , , , , , , , , , , 
2357979, , , , , , , , , , , , , , , , , , , , -22297.619047618202, , -0.6644987191351739, , , , , , , , , , , 
2358179, , , , , , , , , , , , , , , , , , , , -22714.285714284855, , -0.5977165996451659, , , , , , , , , , , 
2358379, , , , , , , , , , , , , , , , , , , , -22261.90476190392, , -0.7390350300873525, , , , , , , , , , , 
2358579, , , , , , , , , , , , , , , , , , , , -23212.500000004617, , -0.5593053967911655, , , , , , , , , , , 
2358779, , , , , , , , , , , , , , , , , , , , -23249.999999996366, , -0.5405557788174555, , , , , , , , , , , 
2358979, , , , , , , , , , , , , , , , , , , , -23425.00000000466, , -0.521928475941837, , , , , , , , , , , 
2359179, , , , , , , , , , , , , , , , , , , , -23349.99999999635, , -0.561178653766543, , , , , , , , , , , 
2359379, , , , , , , , , , , , , , , , , , , , -23425.00000000466, , -0.5060216906372752, , , , , , , , , , , 
2359579, , , , , , , , , , , , , , , , , , , , -22875.00000000455, , -0.6825028663550821, , , , , , , , , , , 
2359779, , , , , , , , , , , , , , , , , , , , -23237.49999999637, , -0.5354964991082924, , , , , , , , , , , 
2359979, , , , , , , , , , , , , , , , , , , , -23275.00000000463, , -0.5646544126230328, , , , , , , , , , , 
2360179, , , , , , , , , , , , , , , , , , , , -22226.190476189633, , -0.6665022503729251, , , , , , , , , , , 
2360379, , , , , , , , , , , , , , , , , , , , -22202.38095238011, , -0.7169747948772947, , , , , , , , , , , 
2360579, , , , , , , , , , , , , , , , , , , , -22214.28571429239, , -0.7063432081666978, , , , , , , , , , , 
2360779, , , , , , , , , , , , , , , , , , , , -22837.49999999643, , -0.6504027856401917, , , , , , , , , , , 
2360979, , , , , , , , , , , , , , , , , , , , -23312.50000000464, , -0.5803504271410657, , , , , , , , , , , 
2361179, , , , , , , , , , , , , , , , , , , , -23287.49999999636, , -0.5339438390728792, , , , , , , , , , , 
2361379, , , , , , , , , , , , , , , , , , , , -22309.523809522965, , -0.7154206252729856, , , , , , , , , , , 
2361579, , , , , , , , , , , , , , , , , , , , -22500.00000000676, , -0.6399175635916581, , , , , , , , , , , 
2361779, , , , , , , , , , , , , , , , , , , , -22630.952380951523, , -0.6145410835391795, , , , , , , , , , , 
2361979, , , , , , , , , , , , , , , , , , , , -22345.238095237248, , -0.6770090765095556, , , , , , , , , , , 
2362179, , , , , , , , , , , , , , , , , , , , -22285.714285713442, , -0.6516958346497522, , , , , , , , , , , 
2362379, , , , , , , , , , , , , , , , , , , , -23275.00000000463, , -0.5911712284670121, , , , , , , , , , , 
2362579, , , , , , , , , , , , , , , , , , , , -22412.50000000446, , -0.6977608955348205, , , , , , , , , , , 
2362779, , , , , , , , , , , , , , , , , , , , -22535.71428571343, , -0.633906581444784, , , , , , , , , , , 
2362979, , , , , , , , , , , , , , , , , , , , -23162.50000000461, , -0.5659758107214985, , , , , , , , , , , 
2363179, , , , , , , , , , , , , , , , , , , , -22226.190476189633, , -0.6875118864169345, , , , , , , , , , , 
2363379, , , , , , , , , , , , , , , , , , , , -22249.999999999156, , -0.7116297255746613, , , , , , , , , , , 
2363579, , , , , , , , , , , , , true, , , , , , , -22250.000000006687, , -0.6295321582608904, , , true, true, , , , , , , 
2363779, , , , , , , , , , , , , false, , , , , , , -23249.999999996366, , -0.5607500227228629, , , false, false, , , , , , , 
2363979, , , , , , , , , , , , , , , , , , , , -22130.95238095154, , -0.7021719978097207, , , , , , , , , , , 
2364179, , , , , , , , , , , , , , , , , , , , -22047.619047618213, , -0.6944231780044993, , , , , , , , , , , 
2364379, , , , , , , , , , , , , , , , , , , , -22261.90476190392, , -0.714907435630419, , , , , , , , , , , 
2364579, , , , , , , , , , , , , , , , , , , , -22107.142857149498, , -0.6864267820442091, , , , , , , , , , , 
2364779, , , , , , , , , , , , , , , , , , , , -23074.99999999639, , -0.6533946887158163, , , , , , , , , , , 
2364979, , , , , , , , , , , , , true, , , , , , , -22380.952380951534, , -0.6523459024209478, , , true, true, , , , , , , 
2365179, , , , , , , , , , , , , , , , , , , , -23137.500000004602, , -0.5669840495864555, , , , , , , , , , , 
2365379, , , , , , , , , , , , , false, , , , , , , -22154.761904761064, , -0.6663802741020718, , , false, false, , , , , , , 
2365579, , , , , , , , , , , , , , , , , , , , -23300.000000004635, , -0.5546720082700558, , , , , , , , , , , 
2365779, , , , , , , , , , , , , , , , , , , , -22214.285714284873, , -0.6377099487685574, , , , , , , , , , , 
2365979, , , , , , , , , , , , , , , , , , , , -22273.80952380868, , -0.6820220438157993, , , , , , , , , , , 
2366179, , , , , , , , , , , , , , , , , , , , -22249.999999999156, , -0.7045374635968182, , , , , , , , , , , 
2366379, , , , , , , , , , , , , , , , , , , , -23462.499999996333, , -0.5252213191581141, , , , , , , , , , , 
2366579, , , , , , , , , , , , , true, , , , , , , -23500.000000004675, , -0.5565796240613017, , , true, true, , , , , , , 
2366779, , , , , , , , , , , , , false, , , , , , , -22214.285714284873, , -0.6439584510326204, , , false, false, , , , , , , 
2366979, , , , , , , , , , , , , , , , , , , , -22369.04761904677, , -0.6685864527781469, , , , , , , , , , , 
2367179, , , , , , , , , , , , , , , , , , , , -23362.50000000465, , -0.5259195422716056, , , , , , , , , , , 
2367379, , , , , , , , , , , , , , , , , , , , -23374.999999996347, , -0.566211674458169, , , , , , , , , , , 
2367579, , , , , , , , , , , , , , , , , , , , -23475.00000000467, , -0.5432349613141232, , , , , , , , , , , 
2367779, , , , , , , , , , , , , , , , , , , , -23225.00000000462, , -0.5836437709756666, , , , , , , , , , , 
2367979, , , , , , , , , , , , , , , , , , , , -23312.50000000464, , -0.5662509958510618, , , , , , , , , , , 
2368179, , , , , , , , , , , , , , , , , , , , -23362.49999998805, , -0.5598592718368818, , , , , , , , , , , 
2368379, , , , , , , , , , , , , , , , , , , , -23300.000000004635, , -0.5497008340862285, , , , , , , , , , , 
2368579, , , , , , , , , , , , , , , , , , , , -23350.000000004646, , -0.5879953802189848, , , , , , , , , , , 
2368779, , , , , , , , , , , , , , , , , , , , -23562.50000000469, , -0.5604632064844446, , , , , , , , , , , 
2368979, , , , , , , , , , , , , , , , , , , , -23387.500000004653, , -0.5283192302190436, , , , , , , , , , , 
2369179, , , , , , , , , , , , , , , , , , , , -23412.499999988024, , -0.5461606687133063, , , , , , , , , , , 
2369379, , , , , , , , , , , , , , , , , , , , -23450.000000004664, , -0.5425673623634029, , , , , , , , , , , 
2369579, , , , , , , , , , , , , , , , , , , , -23175.00000000461, , -0.5702814122151685, , , , , , , , , , , 
2369779, , , , , , , , , , , , , , , , , , , , -23350.000000004646, , -0.5722868122653018, , , , , , , , , , , 
2369979, , , , , , , , , , , , , , , , , , , , -23437.500000004664, , -0.5317816249952375, , , , , , , , , , , 
2370179, , , , , , , , , , , , , , , , , , , , -23312.499999988075, , -0.5691193305165798, , , , , , , , , , , 
2370379, , , , , , , , , , , , , , , , , , , , -23725.00000000472, , -0.49653930347247294, , , , , , , , , , , 
2370579, , , , , , , , , , , , , , , , , , , , -23412.500000004657, , -0.5537860302405224, , , , , , , , , , , 
2532879, , , , , , , , , , , , , , , , , , , , -7230.769230782131, , -9.076000326553265, , , , , , , , , , , 
2533079, , , , , , , , , , , , , , , , , , , , -15012.49999999232, , -5.466258190560926, , , , , , , , , , , 
2533279, , , , , , , , , , , , , , , , , , , , -20675.000000018805, , -2.4079521393479406, , , , , , , , , , , 
2533479, , , , , , , , , , , , , , , , , , , , -24549.99999998744, , -0.2611611139403376, , , , , , , , , , , 
2533679, , , , , , , , , , , , , , , , , , , , -22749.999999988362, , -0.7191657466072265, , , , , , , , , , , 
2533879, , , , , , , , , , , , , , , , , , , , -23250.000000021148, , -0.4784049408956671, , , , , , , , , , , 
2534079, , , , , , , , , , , , , , , , , , , , -22899.999999988286, , -0.597636654196096, , , , , , , , , , , 
2534279, , , , , , , , , , , , , , , , , , , , -23162.500000021068, , -0.5913240919282599, , , , , , , , , , , 
2534479, , , , , , , , , , , , , , , , , , , , -23592.10526315112, , -0.5525374801604394, , , , , , , , , , , 
2534679, , , , , , , , , , , , , , , , , , , , -22987.49999998824, , -0.6154768368087352, , , , , , , , , , , 
2534879, , , , , , , , , , , , , , , , , , , , -23100.00000002101, , -0.5639657880909144, , , , , , , , , , , 
2535079, , , , , , , , , , , , , , , , , , , , -23062.499999988202, , -0.5774399937492745, , , , , , , , , , , 
2535279, , , , , , , , , , , , , , , , , , , , -23287.499999988086, , -0.6239336539097312, , , , , , , , , , , 
2535479, , , , , , , , , , , , , , , , , , , , -23199.999999988133, , -0.6061217072174767, , , , , , , , , , , 
2535679, , , , , , , , , , , , , , , , , , , , -23099.999999988184, , -0.5861807127717766, , , , , , , , , , , 
2535879, , , , , , , , , , , , , , , , , , , , -24039.473684239583, , -0.486525196271039, , , , , , , , , , , 
2536079, , , , , , , , , , , , , , , , , , , , -23137.499999988162, , -0.5918360193962453, , , , , , , , , , , 
2536279, , , , , , , , , , , , , , , , , , , , -23137.500000021042, , -0.5761166115554479, , , , , , , , , , , 
2536479, , , , , , , , , , , , , , , , , , , , -23174.999999988144, , -0.5651794484005422, , , , , , , , , , , 
2536679, , , , , , , , , , , , , , , , , , , , -22737.49999998837, , -0.5870221330400418, , , , , , , , , , , 
2536879, , , , , , , , , , , , , , , , , , , , -23025.00000002094, , -0.606451549901827, , , , , , , , , , , 
2537079, , , , , , , , , , , , , , , , , , , , -23112.499999988177, , -0.5733704234453199, , , , , , , , , , , 
2537279, , , , , , , , , , , , , , , , , , , , -23212.50000002111, , -0.5238388334301125, , , , , , , , , , , 
2537479, , , , , , , , , , , , , , , , , , , , -22345.23809525237, , -0.6394580692022283, , , , , , , , , , , 
2537679, , , , , , , , , , , , , , , , , , , , -22949.99999998826, , -0.6347538487191378, , , , , , , , , , , 
2537879, , , , , , , , , , , , , , , , , , , , -23150.000000021057, , -0.5426689501500259, , , , , , , , , , , 
2538079, , , , , , , , , , , , , , , , , , , , -23087.499999988187, , -0.698602070435747, , , , , , , , , , , 
2538279, , , , , , , , , , , , , , , , , , , , -22900.000000020827, , -0.626573712661062, , , , , , , , , , , 
2538479, , , , , , , , , , , , , , , , , , , , -22987.49999998824, , -0.5975396762572891, , , , , , , , , , , 
2538679, , , , , , , , , , , , , , , , , , , , -23087.499999988187, , -0.5385892908292298, , , , , , , , , , , 
2538879, , , , , , , , , , , , , , , , , , , , -22937.50000002086, , -0.5819688401438307, , , , , , , , , , , 
2539079, , , , , , , , , , , , , true, , , , , , , -23199.999999988133, , -0.5717932685012128, , , true, true, , , , , , , 
2539279, , , , , , , , , , , , , false, , , , , , , -23962.49999998774, , -0.4497336271739878, , , false, false, , , , , , , 
2539479, , , , , , , , , , , , , , , , , , , , -22612.500000020565, , -0.7517516277103824, , , , , , , , , , , 
2539679, , , , , , , , , , , , , , , , , , , , -22924.99999998827, , -0.5682018933672826, , , , , , , , , , , 
2539879, , , , , , , , , , , , , , , , , , , , -23075.000000020987, , -0.5310062002462473, , , , , , , , , , , 
2540079, , , , , , , , , , , , , , , , , , , , -24144.73684209833, , -0.49400528114699044, , , , , , , , , , , 
2540279, , , , , , , , , , , , , , , , , , , , -22912.50000002084, , -0.6387305275101444, , , , , , , , , , , 
2540479, , , , , , , , , , , , , , , , , , , , -23137.499999988162, , -0.5750842467423518, , , , , , , , , , , 
2540679, , , , , , , , , , , , , true, , , , , , , -23724.999999987864, , -0.510586067033857, , , true, true, , , , , , , 
2540879, , , , , , , , , , , , , false, , , , , , , -23947.368421081577, , -0.4676124258226336, , , false, false, , , , , , , 
2541079, , , , , , , , , , , , , , , , , , , , -22488.095238079168, , -0.7014117999872724, , , , , , , , , , , 
2541279, , , , , , , , , , , , , , , , , , , , -22962.500000020886, , -0.6065862430473935, , , , , , , , , , , 
2541479, , , , , , , , , , , , , , , , , , , , -23224.99999998812, , -0.5063448826890145, , , , , , , , , , , 
2541679, , , , , , , , , , , , , , , , , , , , -22035.71428572836, , -0.7862166181809298, , , , , , , , , , , 
2541879, , , , , , , , , , , , , , , , , , , , -22862.499999988304, , -0.5832577470579454, , , , , , , , , , , 
2542079, , , , , , , , , , , , , true, , , , , , , -23212.50000002111, , -0.5929596677500376, , , true, true, , , , , , , 
2542279, , , , , , , , , , , , , , , , , , , , -21976.190476174772, , -0.6803048283440476, , , , , , , , , , , 
2542479, , , , , , , , , , , , , false, , , , , , , -24026.315789466782, , -0.520432398198809, , , false, false, , , , , , , 
2542679, , , , , , , , , , , , , , , , , , , , -23037.50000002095, , -0.6386671927551306, , , , , , , , , , , 
2542879, , , , , , , , , , , , , , , , , , , , -23062.499999988202, , -0.6055637968683896, , , , , , , , , , , 
2543079, , , , , , , , , , , , , , , , , , , , -23162.500000021068, , -0.5647923957782932, , , , , , , , , , , 
2543279, , , , , , , , , , , , , , , , , , , , -21940.47619046051, , -0.6446115003116939, , , , , , , , , , , 
2543479, , , , , , , , , , , , , , , , , , , , -23137.499999988162, , -0.576282069303832, , , , , , , , , , , 
2543679, , , , , , , , , , , , , , , , , , , , -23075.000000020987, , -0.651820428150666, , , , , , , , , , , 
2543879, , , , , , , , , , , , , , , , , , , , -23099.999999988184, , -0.5887238841284015, , , , , , , , , , , 
2544079, , , , , , , , , , , , , , , , , , , , -23262.50000002116, , -0.5681998679343778, , , , , , , , , , , 
2544279, , , , , , , , , , , , , , , , , , , , -22949.99999998826, , -0.615032273124727, , , , , , , , , , , 
2544479, , , , , , , , , , , , , , , , , , , , -22899.999999988286, , -0.6129113222323976, , , , , , , , , , , 
2544679, , , , , , , , , , , , , , , , , , , , -23237.500000021133, , -0.5639855894103967, , , , , , , , , , , 
2544879, , , , , , , , , , , , , , , , , , , , -22912.49999998828, , -0.6212402871051637, , , , , , , , , , , 
2545079, , , , , , , , , , , , , , , , , , , , -23037.50000002095, , -0.6105358497946471, , , , , , , , , , , 
2545279, , , , , , , , , , , , , , , , , , , , -23412.499999988024, , -0.5381291620484171, , , , , , , , , , , 
2545479, , , , , , , , , , , , , , , , , , , , -22849.99999998831, , -0.614399306806692, , , , , , , , , , , 
2545679, , , , , , , , , , , , , , , , , , , , -23225.000000021122, , -0.6035331903385722, , , , , , , , , , , 
2545879, , , , , , , , , , , , , , , , , , , , -23312.499999988075, , -0.5686200657759036, , , , , , , , , , , 
2546079, , , , , , , , , , , , , , , , , , , , -22925.00000002085, , -0.6118997355437114, , , , , , , , , , , 
2546279, , , , , , , , , , , , , , , , , , , , -22837.499999988315, , -0.6251398105231146, , , , , , , , , , , 
2546479, , , , , , , , , , , , , , , , , , , , -22812.49999998833, , -0.6109179410478646, , , , , , , , , , , 
2546679, , , , , , , , , , , , , , , , , , , , -23125.00000002103, , -0.5855486490351177, , , , , , , , , , , 
2546879, , , , , , , , , , , , , , , , , , , , -23224.99999998812, , -0.6031047634276165, , , , , , , , , , , 
2547079, , , , , , , , , , , , , , , , , , , , -23200.0000000211, , -0.5824422191086087, , , , , , , , , , , 
2547279, , , , , , , , , , , , , , , , , , , , -23412.499999988024, , -0.5371086055485684, , , , , , , , , , , 
2547479, , , , , , , , , , , , , , , , , , , , -23012.499999988228, , -0.5966891786184496, , , , , , , , , , , 
2547679, , , , , , , , , , , , , , , , , , , , -23112.50000002102, , -0.5970496483816388, , , , , , , , , , , 
2547879, , , , , , , , , , , , , , , , , , , , -22924.99999998827, , -0.6187708957230207, , , , , , , , , , , 
2618079, , , , , , , , , , , , , , , , , , , , -5137.500000004673, , -9.521690871315988, , , , , , , , , , , 
2618279, , , , , , , , , , , , , , , , , , , , -13275.000000012074, , -6.312961103092581, , , , , , , , , , , 
2618479, , , , , , , , , , , , , , , , , , , , -19462.500000017702, , -3.131460908903864, , , , , , , , , , , 
2618679, , , , , , , , , , , , , , , , , , , , -23812.500000021657, , -0.7862628929643216, , , , , , , , , , , 
2618879, , , , , , , , , , , , , , , , , , , , -23062.500000020977, , -0.5798333838428662, , , , , , , , , , , 
2619079, , , , , , , , , , , , , , , , , , , , -22962.500000020886, , -0.5397476418441675, , , , , , , , , , , 
2619279, , , , , , , , , , , , , , , , , , , , -23174.99999995521, , -0.6089141139986731, , , , , , , , , , , 
2619479, , , , , , , , , , , , , , , , , , , , -23950.000000021784, , -0.43843053834217605, , , , , , , , , , , 
2619679, , , , , , , , , , , , , , , , , , , , -23862.49999995388, , -0.5029694765560525, , , , , , , , , , , 
2619879, , , , , , , , , , , , , , , , , , , , -23987.500000021817, , -0.4282960713025532, , , , , , , , , , , 
2620079, , , , , , , , , , , , , , , , , , , , -22900.000000020827, , -0.6076061909667114, , , , , , , , , , , 
2620279, , , , , , , , , , , , , , , , , , , , -22607.142857126702, , -0.6477146963141822, , , , , , , , , , , 
