time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.nto, spid.vsp
4416779, -337.49999999994725, 0.3447048611111375, 337.49999999994725, -0.26786458333335444, 0.3949652777777778, 0.1579861111111111, 0.0, , , , , , , , , , , , , , , -2.3750461590224938E-8, , , , , , , , , , , 
4416979, -575.0000000001144, 0.45164930555549826, 525.0000000001045, -0.36994791666662474, 0.5685763888888888, 0.22743055555555555, , , , , , , , , , , , , , , , -6.70891755156372E-10, , , , , , , , , , , 
4417179, -87.49999999998633, 0.1875868055555624, 212.49999999996678, -0.09651041666667995, 0.1779513888888889, 0.07118055555555555, , , , , , , , , , , , , , , , -1.895103155898431E-11, , , , , , , , , , , 
4417379, -62.49999999999023, -0.06939236111110623, 187.4999999999707, -0.18513541666667843, 0.25503472222222223, 0.04513888888888888, -0.1579861111111111, , , , , , , , , , , , , , , -5.353197358430948E-13, , , , , , , , , , , 
4417579, -487.500000000097, 0.2688020833332847, 537.500000000107, -0.7640937499999572, 0.9598958333333333, 0.2708333333333333, -0.3142361111111111, , , , , , , , , , , , , , , -1.5121457567689235E-14, , , , , , , , , , , 
4417779, -437.4999999999316, -0.21401041666663254, 799.999999999875, -0.2606562500000501, 0.5692708333333334, 0.11458333333333333, , , , , , , , , , , , , , , , -4.2714374916759485E-16, , , , , , , , , , , 
4417979, -337.50000000006713, 0.01880208333329976, 462.50000000009203, -0.2522187499999632, 0.4286458333333333, , -0.1579861111111111, , , , , , , , , , , , , , , -1.2065753690490983E-17, , , , , , , , , , , 
4418179, -262.49999999995896, 0.10708333333335382, 337.49999999994725, -0.2623750000000211, 0.3895833333333333, , -0.11458333333333333, , , , , , , , , , , , , , , -3.408276778094106E-19, , , , , , , , , , , 
4418379, , , 324.9999999999492, -0.26737500000002035, , , , , , , , , , , , , , , , , , -9.627538315530499E-21, , , , , , , , , , , 
4418579, -262.50000000005224, 0.10708333333330716, 312.5000000000622, -0.2723749999999751, , , , , , , , , , , , , , , , , , -2.7195412829365163E-22, , , , , , , , , , , 
4418779, -262.49999999995896, 0.10708333333335382, 337.49999999994725, -0.2623750000000211, , , , , , , , , , , , , , , , , , -7.682031010632714E-24, , , , , , , , , , , 
4418979, -287.5000000000572, 0.09458333333330471, 337.50000000006713, -0.26237499999997316, , , , , , , , , , , , , , , , , , -2.1699836225541957E-25, , , , , , , , , , , 
4419179, -224.99999999996484, 0.0411979166666842, 299.9999999999531, -0.21096875000001877, 0.32447916666666665, 0.08854166666666666, , , , , , , , , , , , , , , , -6.12966664106918E-27, , , , , , , , , , , 
4419379, 24.999999999996092, 0.012499999999998046, -62.49999999999023, -0.024999999999996095, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , -1.7314791107230087E-28, , , , , , , , , , , 
4419579, 26.315789473686493, 0.013157894736843248, -39.47368421052974, -0.015789473684211897, , , , , , , , , , , , , , , , , , -4.890999929397802E-30, , , , , , , , , , , 
4419779, 0.0, -0.2360017497812774, 0.0, 0.1851706036745407, -0.18153980752405952, -0.0726159230096238, , , , , , , , , , , , , , , , -1.3815864229156254E-31, , , , , , , , , , , 
4419979, 855.263157894811, -0.6045206520237232, -592.1052631579461, 0.573000414421861, -0.7939632545931758, -0.31758530183727035, , , , , , , , , , , , , , , , 9.453937499990682E-5, , , , , , , , , , , 
4420179, 825.0000000001642, -0.39218066491680315, -775.0000000001542, 0.32136482939626376, -0.6189851268591425, -0.247594050743657, , , , , , , , , , , , , , , , 2.6705033493403042E-6, , , , , , , , , , , 
4420379, 687.5000000001368, -0.176591207349013, -600.0000000001194, 0.16826771653538536, -0.4002624671916011, -0.16010498687664043, , , , , , , , , , , , , , , , 7.54351098560236E-8, , , , , , , , , , , 
4420579, 650.0000000001294, -0.7071522309710639, -875.000000000174, 0.45984251968496986, -0.7939632545931758, -0.31758530183727035, , , , , , , , , , , , , , , , 2.1308551439922616E-9, , , , , , , , , , , 
4420779, 974.9999999995013, -0.6868219597552802, -887.4999999995459, 0.5663910761156673, -0.9033245844269467, -0.3613298337707787, , , , , , , , , , , , , , , , 3.242706581639017E-5, , , , , , , , , , , 
4420979, 1349.9999999993095, -0.7207566437011326, , 0.035694635826953335, -0.3830339566929134, -0.2913385826771654, -0.3836805555555556, , , , , , , , , , , , , , , 9.159843490824195E-7, , , , , , , , , , , 
4421179, 937.5000000001866, 0.08078125000009323, -112.50000000002238, -0.349406250000009, 0.2984375, 0.0, -0.33159722222222227, , , , , , , , , , , , , , , -7.56371388343063E-5, , , , , , , , , , , 
4421379, 75.00000000001492, 0.037500000000007465, 25.000000000004974, 0.01000000000000199, 0.0, , 0.0, , , , , , , , , , , , , , , 7.490784567874857E-4, , , , , , , , , , , 
4421579, 0.0, 0.04401574803149608, , 0.044535433070868144, -0.03385826771653544, , 0.03762029746281716, , , , , , , , , , , , , , , 2.1159612360158066E-5, , , , , , , , , , , 
4421779, -212.4999999998913, 0.7054822834646214, -87.49999999995524, 0.6018976377952936, -0.6244094488188977, , 0.6937882764654418, , , , , , , , , , , , , , , 5.977066770179124E-7, , , , , , , , , , , 
4421979, -549.9999999997186, 0.5879133858269123, -399.99999999979536, 0.5170551181103181, -0.6637795275590551, , 0.7375328083989501, , , , , , , , , , , , , , , 1.6883734241959728E-8, , , , , , , , , , , 
4422179, -662.5000000001318, 0.37812007874009157, -512.500000000102, 0.35158267716531355, -0.5456692913385827, , 0.6062992125984251, , , , , , , , , , , , , , , 4.769237034047399E-10, , , , , , , , , , , 
4422379, -587.5000000001169, 0.2197048611110527, 112.50000000002238, -0.3578645833333244, 0.3949652777777778, 0.1579861111111111, 0.0, , , , , , , , , , , , , 12.500000000002487, , -0.004106249986527971, , , , , , , , , , , 
4422579, -287.5000000000572, 0.2286458333333047, 287.5000000000572, -0.1771874999999771, 0.2864583333333333, 0.11458333333333333, , , , , , , , , , , , , , 0.0, , -1.1599139874007344E-4, , , , , , , , , , , 
4422779, -321.4285714285592, 0.29631696428572035, 337.49999999982737, -0.22359375000006904, 0.3515625, 0.140625, , , , , , , , , , , , , , , , -3.2764699240960506E-6, , , , , , , , , , , 
4422979, -574.9999999997059, 0.5927083333334803, 537.499999999725, -0.47562500000010993, 0.6770833333333333, 0.2708333333333333, , , , , , , , , , , , , , , , -9.255216576500424E-8, , , , , , , , , , , 
4423179, -887.5000000001766, 0.4908506944443561, 825.0000000001642, -0.40648958333326773, 0.7220486111111112, 0.2881944444444445, -0.001736111111111105, , , , , , , , , , , , , , , -2.6143696069958827E-9, , , , , , , , , , , 
4423379, -750.0000000001493, -0.012534722222296905, 787.5000000001567, -0.33914583333327064, 0.6413194444444444, 0.18402777777777776, -0.20138888888888887, , , , , , , , , , , , , , , -7.384947057141938E-11, , , , , , , , , , , 
4423579, -175.00000000003482, -0.2441319444444619, 400.0000000000796, -0.3259166666666349, 0.4763888888888889, 0.07118055555555555, -0.33159722222222227, , , , , , , , , , , , , , , -2.086064758817985E-12, , , , , , , , , , , 
4423779, -287.49999999985295, 0.45434027777785135, 437.4999999997762, -0.29427083333342285, 0.4600694444444444, 0.18402777777777776, 0.0, , , , , , , , , , , , , , , -5.892616621772347E-14, , , , , , , , , , , 
4423979, -649.9999999996675, 0.4141493055557217, 612.4999999996867, -0.3349479166667919, 0.5685763888888888, 0.22743055555555555, , , , , , , , , , , , , , , , -1.6645183474966818E-15, , , , , , , , , , , 
4424179, -712.5000000001418, 0.38289930555548457, 675.0000000001343, -0.30994791666661287, , , , , , , , , , , , , , , , , , -4.701852346741934E-17, , , , , , , , , , , 
4424379, -394.736842105445, -0.18134411549716695, 450.0000000000895, -0.17044791666663084, 0.34357638888888886, 0.07118055555555555, -0.18402777777777776, , , , , , , , , , , , , , , -1.3281569124071611E-18, , , , , , , , , , , 
4424579, -300.0000000000597, 0.14814236111108128, 387.5000000000771, -0.41680208333330254, 0.5605902777777778, 0.1579861111111111, , , , , , , , , , , , , , , , -3.7517145454328374E-20, , , , , , , , , , , 
4424779, -412.499999999789, 0.2036111111112166, 487.4999999997506, -0.28914583333343313, 0.4746527777777778, , -0.08854166666666666, , , , , , , , , , , , , , , -1.0597665003980617E-21, , , , , , , , , , , 
4424979, -449.9999999997698, -0.1581944444443293, 462.4999999997634, -0.12560416666676127, 0.30451388888888886, 0.07118055555555555, -0.140625, , , , , , , , , , , , , , , -2.993578060818009E-23, , , , , , , , , , , 
4425179, -144.73684210532986, -0.15790661549710935, 263.1578947369633, -0.3248722587718814, 0.42170138888888886, , -0.2708333333333333, , , , , , , , , , , , , , , -8.456117081305038E-25, , , , , , , , , , , 
4425379, -87.50000000001741, 0.00274305555554687, 150.00000000002984, -0.2665416666666547, 0.32013888888888886, , -0.1579861111111111, , , , , , , , , , , , , , , -2.388643778114792E-26, , , , , , , , , , , 
4425579, -125.00000000002487, 0.03477430555554313, 125.00000000002487, -0.23669791666665668, 0.28107638888888886, , -0.11458333333333333, , , , , , , , , , , , , , , -6.747327459952764E-28, , , , , , , , , , , 
4425779, -74.99999999996163, -0.09256944444442525, 199.99999999989768, -0.3262291666667076, 0.39826388888888886, , -0.24479166666666666, , , , , , , , , , , , , , , -1.9059530043346932E-29, , , , , , , , , , , 
4425979, -87.49999999995524, 0.3051736111111335, 337.49999999982737, -0.3969583333334024, 0.5215277777777778, 0.1579861111111111, -0.140625, , , , , , , , , , , , , , , -5.383845494817402E-31, , , , , , , , , , , 
4426179, -473.684210526534, 0.3287481725145107, 425.0000000000846, -0.3247708333332995, 0.48506944444444444, 0.18402777777777776, -0.02777777777777777, , , , , , , , , , , , , , , -1.5208030967260727E-32, , , , , , , , , , , 
4426379, -562.5000000001119, 0.23355902777772178, 525.0000000001045, -0.3246145833332915, 0.5241319444444444, , -0.07118055555555555, , , , , , , , , , , , , , , -4.295892334276682E-34, , , , , , , , , , , 
4426579, -65.78947368419163, -0.20306834795320694, 425.0000000000846, -0.19372916666663287, 0.35659722222222223, 0.04513888888888888, -0.2708333333333333, , , , , , , , , , , , , , , -1.213483256801996E-35, , , , , , , , , , , 
4426779, 0.0, -0.24690972222222227, 74.99999999996163, -0.3053958333333487, 0.32881944444444444, 0.02777777777777777, -0.2881944444444445, , , , , , , , , , , , , , , -3.4277898512247447E-37, , , , , , , , , , , 
4426979, , , 24.99999999998721, -0.3253958333333385, , , , , , , , , , , , , , , , , , -9.682657917443821E-39, , , , , , , , , , , 
4427179, -184.21052631587435, -0.0535115131579372, 375.00000000007464, -0.5369062499999702, 0.6734375, 0.140625, -0.3576388888888889, , , , , , , , , , , , , , , -2.7351112062117638E-40, , , , , , , , , , , 
4427379, -137.50000000002737, 0.07140624999998631, 525.0000000001045, -0.3972187499999582, 0.5953125, , -0.2708333333333333, , , , , , , , , , , , , , , -7.726012190173578E-42, , , , , , , , , , , 
4427579, , , 537.500000000107, -0.3922187499999573, , , , , , , , , , , , , , , , , , -2.1824072171963153E-43, , , , , , , , , , , 
4427779, -574.9999999997059, -0.056163194444297376, 512.4999999997378, 0.02348958333322846, 0.1779513888888889, 0.07118055555555555, 0.0, , , , , , , , , , , , , , , -6.164760220969258E-45, , , , , , , , , , , 
4427979, -174.99999999991047, -0.08749999999995524, 174.99999999991047, 0.06999999999996419, 0.0, 0.0, , , , , , , , , , , , , , , , -1.741392178443585E-46, , , , , , , , , , , 
4428179, 25.000000000004974, 0.15920138888889138, -25.000000000004974, -0.12510416666666865, 0.11284722222222221, 0.04513888888888888, , , , , , , , , , , , , , , , -4.919001892125038E-48, , , , , , , , , , , 
4428379, -237.50000000004727, 0.46942927055990646, 237.50000000004727, -0.2492346620734719, 0.33748496281714785, 0.1579861111111111, 0.06386701662292213, , , , , , , , , , , , , , , -1.3894962843094903E-49, , , , , , , , , , , 
4428579, -473.68421052617975, 0.27661275584802125, 437.500000000087, -0.2278645833332985, 0.3949652777777778, , 0.0, , , , , , , , , , , , , , , -3.924983088948978E-51, , , , , , , , , , , 
4428779, -184.21052631573656, 0.13923154239768729, 324.99999999983373, -0.051510416666733186, 0.1779513888888889, 0.07118055555555555, , , , , , , , , , , , , , , , -1.1087105753716512E-52, , , , , , , , , , , 
4428979, -197.3684210525749, 0.13265259502926813, 262.49999999986574, -0.07651041666672038, , , , , , , , , , , , , , , , , , -3.131832958470402E-54, , , , , , , , , , , 
4429179, -325.0000000000647, 0.35095486111107876, 312.5000000000622, -0.2778645833333085, 0.3949652777777778, , , , , , , , , , , , , , , , , -8.84665294770333E-56, , , , , , , , , , , 
4429279, , , , , , 0.1579861111111111, , , , , , , , , , , , , , , , , , , , , , , , , , , 
4429379, 39.473684210544505, , 112.50000000002238, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4429479, , 0.019736842105272254, , 0.045000000000008956, 0.0, 0.0, , , , , , , , , , , , , , , , -2.4989604942190802E-57, , , , , , , , , , , 
4429679, 12.500000000002487, 0.006250000000001243, 0.0, 0.0, , , , , , , , , , , , , , , , , , -7.058944878456973E-59, , , , , , , , , , , 
4429879, 212.4999999998913, -0.3426562500000544, 37.499999999980815, -0.3372187500000077, 0.3453125, , -0.3836805555555556, , , , , , , , , , , , , , , -1.9939772122194072E-60, , , , , , , , , , , 
4430079, 263.15789473676654, -0.002483552631616731, 212.4999999998913, -0.020187500000043483, 0.103125, , -0.11458333333333333, , , , , , , , , , , , , , , -5.632492095220026E-62, , , , , , , , , , , 
4430279, 37.50000000000746, 0.018750000000003732, 25.000000000004974, 0.01000000000000199, 0.0, , 0.0, , , , , , , , , , , , , , , -1.5910396070878075E-63, , , , , , , , , , , 
4430479, 0.0, 0.0, 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , , , -4.494293091809904E-65, , , , , , , , , , , 
4430679, -12.499999999993605, 0.28151041666666976, 125.00000000002487, -0.17578124999999, 0.22135416666666663, 0.08854166666666666, , , , , , , , , , , , , , , , -1.2695265601879814E-66, , , , , , , , , , , 
4430879, -197.3684210525749, -0.09304184941517635, 199.99999999989768, 0.07557291666662576, 0.004340277777777762, 0.001736111111111105, , , , , , , , , , , , , , , , -3.5860983120121333E-68, , , , , , , , , , , 
4431079, -37.50000000000746, -0.018750000000003732, 24.99999999998721, 0.009999999999994885, 0.0, 0.0, , , , , , , , , , , , , , , , -1.0129840136241065E-69, , , , , , , , , , , 
4431279, 25.000000000004974, 0.012500000000002487, 50.00000000000995, 0.02000000000000398, , , , , , , , , , , , , , , , , , -2.8614291148148867E-71, , , , , , , , , , , 
4431479, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , , , -8.082829017031844E-73, , , , , , , , , , , 
4431679, 12.499999999993605, 0.006249999999996802, , , , , , , , , , , , , , , , , , , , -2.2831991392104934E-74, , , , , , , , , , , 
4431879, -12.500000000002487, -0.006250000000001243, 12.499999999993605, 0.004999999999997442, , , , , , , , , , , , , , , , , , -6.449472453650694E-76, , , , , , , , , , , 
4432079, 12.500000000002487, 0.006250000000001243, 0.0, 0.0, , , , , , , , , , , , , , , , , , -1.82181633726362E-77, , , , , , , , , , , 
4432279, 100.0000000000199, 0.050000000000009946, -75.00000000001492, -0.03000000000000597, , , , , , , , , , , , , , , , , , -5.1461802350080857E-79, , , , , , , , , , , 
4432479, 137.50000000002737, 0.06875000000001369, -59.523809523807266, -0.023809523809522906, , , , , , , , , , , , , , , , , , -1.4536685432827867E-80, , , , , , , , , , , 
4432579, 124.99999999993605, 0.062499999999968026, , , , , , , , , , , , , , , , , , , , -4.106253837272722E-82, , , , , , , , , , , 
4432779, 137.50000000002737, 0.06875000000001369, -65.78947368419163, -0.026315789473676656, , , , , , , , , , , , , , , , , , -1.159915075140817E-83, , , , , , , , , , , 
4432979, 125.00000000002487, 0.06250000000001243, -71.42857142856872, -0.028571428571427488, , , , , , , , , , , , , , , , , , -3.2764729966925576E-85, , , , , , , , , , , 
4433179, 112.50000000002238, 0.056250000000011194, -100.0000000000199, -0.04000000000000796, , , , , , , , , , , , , , , , , , -9.255225255825061E-87, , , , , , , , , , , 
4433379, 50.00000000000995, 0.025000000000004973, -37.50000000000746, -0.015000000000002985, , , , , , , , , , , , , , , , , , -2.6143720586902716E-88, , , , , , , , , , , 
4433579, 74.99999999996163, 0.03749999999998082, -100.0000000000199, -0.04000000000000796, , , , , , , , , , , , , , , , , , -7.384953982571768E-90, , , , , , , , , , , 
4433779, 112.50000000002238, 0.056250000000011194, -92.10526315786828, -0.036842105263147316, , , , , , , , , , , , , , , , , , -2.0860667150805004E-91, , , , , , , , , , , 
4433979, 37.50000000000746, 0.018750000000003732, -137.50000000002737, -0.05500000000001095, , , , , , , , , , , , , , , , , , -5.892622147729761E-93, , , , , , , , , , , 
4434179, 50.00000000000995, 0.025000000000004973, -12.500000000002487, -0.005000000000000995, , , , , , , , , , , , , , , , , , -1.664519908442878E-94, , , , , , , , , , , 
4434379, 87.50000000001741, 0.043750000000008706, -65.78947368424083, -0.026315789473696335, , , , , , , , , , , , , , , , , , -4.701856756028589E-96, , , , , , , , , , , 
4434579, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , , , -1.328158157921507E-97, , , , , , , , , , , 
4434779, , , , , , , , , , , , , , , , , , , , , , -3.751718063702586E-99, , , , , , , , , , , 
4434979, , , , , , , , , , , , , , , , , , , , , , -1.059767494222185E-100, , , , , , , , , , , 
4435179, , , , , , , , , , , , , , , , , , , , , , -2.9935808681251774E-102, , , , , , , , , , , 
4435379, , , , , , , , , , , , , , , , , , , , , , -8.456125011252952E-104, , , , , , , , , , , 
4435579, -12.499999999993605, -0.006249999999996802, 12.499999999993605, 0.004999999999997442, , , , , , , , , , , , , , , , , , -2.3886460181288037E-105, , , , , , , , , , , 
4435779, -12.500000000002487, -0.006250000000001243, 0.0, 0.0, , , , , , , , , , , , , , , , , , -6.747333787437918E-107, , , , , , , , , , , 
4435979, 12.500000000002487, 0.006250000000001243, 112.50000000002238, 0.045000000000008956, , , , , , , , , , , , , , , , , , -1.905954791692638E-108, , , , , , , , , , , 
4436179, -75.00000000001492, -0.037500000000007465, , , , , , , , , , , , , , , , , , , , -5.383850543661208E-110, , , , , , , , , , , 
4436379, -87.50000000001741, -0.043750000000008706, 137.50000000002737, 0.05500000000001095, , , , , , , , , , , , , , , , , , -1.520804522899484E-111, , , , , , , , , , , 
4436579, -149.99999999992326, -0.07499999999996164, 124.99999999993605, 0.049999999999974426, , , , , , , , , , , , , , , , , , -4.2958963628635765E-113, , , , , , , , , , , 
4436779, -187.50000000003732, -0.09375000000001867, 175.00000000003482, 0.07000000000001393, , , , , , , , , , , , , , , , , , -1.213484394778082E-114, , , , , , , , , , , 
4436979, -162.50000000003234, -0.08125000000001617, 162.50000000003234, 0.06500000000001294, , , , , , , , , , , , , , , , , , -3.427793065725528E-116, , , , , , , , , , , 
4437179, -175.00000000003482, -0.08750000000001741, 87.50000000001741, 0.03500000000000696, , , , , , , , , , , , , , , , , , -9.682666997612914E-118, , , , , , , , , , , 
4437379, -112.50000000002238, -0.056250000000011194, 62.500000000012434, 0.025000000000004977, , , , , , , , , , , , , , , , , , -2.735113771134789E-119, , , , , , , , , , , 
4437579, -87.49999999995524, -0.04374999999997762, 87.49999999995524, 0.034999999999982094, , , , , , , , , , , , , , , , , , -7.7260194354462795E-121, , , , , , , , , , , 
4437779, -199.99999999989768, -0.09999999999994884, 149.99999999992326, 0.05999999999996931, , , , , , , , , , , , , , , , , , -2.182409263806526E-122, , , , , , , , , , , 
4437979, -174.99999999991047, -0.08749999999995524, 137.49999999992966, 0.05499999999997186, , , , , , , , , , , , , , , , , , -6.164766002136548E-124, , , , , , , , , , , 
4438179, -50.00000000000995, -0.025000000000004973, 37.50000000000746, 0.015000000000002985, , , , , , , , , , , , , , , , , , -1.7413938114802553E-125, , , , , , , , , , , 
4438379, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , , , -4.919006505049438E-127, , , , , , , , , , , 
4438579, , , , , , , , , , , , , , , , , , , , , , -1.389497587346459E-128, , , , , , , , , , , 
4438779, , , , , , , , , , , , , , , , , , , , , , -3.924986769705899E-130, , , , , , , , , , , 
4438979, 12.499999999993605, 0.006249999999996802, , , , , , , , , , , , , , , , , , , , -1.1087116150943786E-131, , , , , , , , , , , 
4439179, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , -3.131835895429766E-133, , , , , , , , , , , 
4439379, , , , , , , , , , , , , , , , , , , , , , -8.846661243886605E-135, , , , , , , , , , , 
4439579, , , , , , , , , , , , , , , , , , , , , , -2.498962837685517E-136, , , , , , , , , , , 
4439779, , , , , , , , , , , , , , , , , , , , , , -7.058951498169627E-138, , , , , , , , , , , 
4439979, 12.499999999993605, 0.006249999999996802, -12.499999999993605, -0.004999999999997442, , , , , , , , , , , , , , , , , , -1.993979082124387E-139, , , , , , , , , , , 
4440179, -12.500000000002487, -0.006250000000001243, 0.0, 0.0, , , , , , , , , , , , , , , , , , -5.632497377238771E-141, , , , , , , , , , , 
4440379, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , -1.591041099127368E-142, , , , , , , , , , , 
4440579, , , , , , , , , , , , , , , , , , , , , , -4.494297306452366E-144, , , , , , , , , , , 
4440779, 12.499999999993605, 0.006249999999996802, , , , , , , , , , , , , , , , , , , , -1.2695277507201605E-145, , , , , , , , , , , 
4440979, -12.499999999993605, -0.006249999999996802, , , , , , , , , , , , , , , , , , , , -3.5861016749708713E-147, , , , , , , , , , , 
4441179, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , -1.0129849635767134E-148, , , , , , , , , , , 
4441379, 12.500000000002487, 0.006250000000001243, -50.00000000000995, -0.02000000000000398, , , , , , , , , , , , , , , , , , -2.861431798195879E-150, , , , , , , , , , , 
4441579, -25.000000000004974, -0.012500000000002487, 25.000000000004974, 0.01000000000000199, , , , , , , , , , , , , , , , , , -8.082836596918981E-152, , , , , , , , , , , 
4441779, 74.99999999996163, 0.03749999999998082, -99.99999999994884, -0.03999999999997954, , , , , , , , , , , , , , , , , , -2.2832012803410007E-153, , , , , , , , , , , 
4441979, -49.99999999997442, -0.02499999999998721, 62.499999999968026, 0.024999999999987213, , , , , , , , , , , , , , , , , , -6.449478501814426E-155, , , , , , , , , , , 
4442179, 35.71428571428436, 0.01785714285714218, -37.50000000000746, -0.015000000000002985, , , , , , , , , , , , , , , , , , -1.8218180457201757E-156, , , , , , , , , , , 
4442379, 0.0, 0.0, 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , , , -5.146185060974998E-158, , , , , , , , , , , 
4442579, , , 0.0, 0.0, , , , , , , , , , , , , , , , , , -1.4536699064989912E-159, , , , , , , , , , , 
4442779, , , , , , , , , , , , , , , , , , , Disabled, , , , , , , , , , , , , , 
4472879, , , , , , , , , , , , , , , , , , , , , , -4.106257688021091E-161, , , , , , , , , , , 
4473079, , , , , , , , , , , , , , , , , , , , , , -1.159916162881921E-162, , , , , , , , , , , 
4473279, , , , , , , , , , , , , , , , , , , , , , -3.27647606929195E-164, , , , , , , , , , , 
4473479, , , , , , , , , , , , , , , , , , , , , , -9.255233935157842E-166, , , , , , , , , , , 
4473679, , , , , , , , , , , , , , , , , , , , , , -2.61437451038696E-167, , , , , , , , , , , 
4473879, , , , , , , , , , , , , , , , , , , , , , -7.38496090800809E-169, , , , , , , , , , , 
4474079, , , , , , , , , , , , , , , , , , , , , , -2.0860686713448502E-170, , , , , , , , , , , 
4474279, , , , , , , , , , , , , , , , , , , , , , -5.892627673692352E-172, , , , , , , , , , , 
4474479, , , , , , , , , , , , , , , , , , , , , , -1.6645214693905374E-173, , , , , , , , , , , 
4474679, , , , , , , , , , , , , , , , , , , , , , -4.701861165319376E-175, , , , , , , , , , , 
4474879, , , , , , , , , , , , , , , , , , , , , , -1.3281594034370199E-176, , , , , , , , , , , 
4475079, , , , , , , , , , , , , , , , , , , , , , -3.7517215819756354E-178, , , , , , , , , , , 
4475279, , , , , , , , , , , , , , , , , , , , , , -1.0597684880472409E-179, , , , , , , , , , , 
4475479, , , , , , , , , , , , , , , , , , , , , , -2.993583675434977E-181, , , , , , , , , , , 
4475679, , , , , , , , , , , , , , , , , , , , , , -8.456132941208295E-183, , , , , , , , , , , 
4475879, , , , , , , , , , , , , , , , , , , , , , -2.388648258144914E-184, , , , , , , , , , , 
4476079, , , , , , , , , , , , , , , , , , , , , , -6.747340114929002E-186, , , , , , , , , , , 
4476279, , , , , , , , , , , , , , , , , , , , , , -1.9059565790522575E-187, , , , , , , , , , , 
4476479, , , , , , , , , , , , , , , , , , , , -2062.50000000041, , -11.425717105263129, , -0.93, , , , , , true, true, , 
4476679, , , , , , , , , , , , , , , , , , , , -10700.000000002128, , -7.4245866359005035, , , , , , , , , , , 
4476879, , , , , , , , , , , , , , , , , , , , -17000.000000003383, , -4.056935005812543, , , , , , , , , , , 
4477079, -25.000000000004974, -0.012500000000002487, 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , -21787.499999988853, , -1.5148791269143675, , , , , , , , , , , 
4477279, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , -22787.500000004533, , -0.3397660995826482, , , , , , , , , , , 
4477479, , , -12.499999999993605, -0.004999999999997442, , , , , , , , , , , , , , , , -22525.000000004482, , -0.599449515440012, , , , , , , , , , , 
4477679, , , 0.0, 0.0, , , , , , , , , , , , , , , , -22487.500000004475, , -0.565002678852059, , , , , , , , , , , 
4477879, , , , , , , , , , , , , , , , , , , , -22712.50000000452, , -0.5262185130539656, , , , , , , , , , , 
4478079, , , , , , , , , , , , , , , , , , , , -22624.999999988424, , -0.566631620267337, , , , , , , , , , , 
4478279, , , , , , , , , , , , , , , , , , , , -22425.00000000446, , -0.598524158093147, , , , , , , , , , , 
4478479, , , , , , , , , , , , , , , , , , , , -22587.500000004493, , -0.4819122009741277, , , , , , , , , , , 
4478679, , , , , , , , , , , , , , , , , , , , -22600.000000004497, , -0.5607350165161498, , , , , , , , , , , 
4478879, , , , , , , , , , , , , , , , , , , , -22625.0000000045, , -0.5146703012282742, , , , , , , , , , , 
4479079, , , , , , , , , , , , , , , , , , , , -22412.499999988533, , -0.5566806101820312, , , , , , , , , , , 
4479279, , , , , , , , , , , , , , , , , , , , -22750.000000004526, , -0.48770903252563946, , , , , , , , , , , 
4479479, , , , , , , , , , , , , , , , , , , , -22350.000000004446, , -0.6201327003981169, , , , , , , , , , , 
4479679, , , , , , , , , , , , , true, , , , , , , -22600.000000004497, , -0.5412777364043232, , , true, true, , , , , , , 
4479879, , , , , , , , , , , , , , , , , , , , -18812.500000003743, , -2.306742196282026, , , , , , , , , , , 
4480079, , , , , , , , , , , , , false, , , , , , , -22130.95238095154, , -0.9201380439541245, , , false, false, , , , , , , 
4480279, , , , , , , , , , , , , , , , , , , , -22012.50000000438, , -0.6291598689588318, , , , , , , , , , , 
4480479, , , , , , , , , , , , , , , , , , , , -22725.000000004522, , -0.5035928357655303, , , , , , , , , , , 
4480679, , , , , , , , , , , , , , , , , , , , -22525.000000004482, , -0.563519407277583, , , , , , , , , , , 
4480879, , , , , , , , , , , , , , , , , , , , -22437.500000004464, , -0.5834644085777981, , , , , , , , , , , 
4481079, , , , , , , , , , , , , , , , , , , , -22437.499999988522, , -0.5567681756098427, , , , , , , , , , , 
4481279, , , , , , , , , , , , , true, , , , , , , -22362.50000000445, , -0.5805675198417958, , , true, true, , , , , , , 
4481479, , , , , , , , , , , , , false, , , , , , , -20487.500000004075, , -1.9460462903637417, , , false, false, , , , , , , 
