time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.aest, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.nto, spid.vsp
27599, , , , , , , , , , , , , , , , , , , , -0.7504761904756542, -2037659.0, , -2.240879090179511, , , , , , , , , , , 
27799, , , , , , , , , , , , , false, , , , , , , -0.9195454545446278, -2042068.0, , -0.3579432826753455, , , false, false, , , , false, false, , 
27999, , , 11.90476190476951, 0.004761904761907804, , , , , , , , , , , , , , , , -0.8580952380957861, -2046527.0, , -0.726112802531985, , , , , , , , , , , 
28199, , , -11.904761904753398, -0.00476190476190136, , , , , , , , , , , , , , , , -0.8919047619041246, -2051018.0, , -0.5034899504263831, , , , , , , , , , , 
28399, , , 11.90476190476951, 0.004761904761907804, , , , , , , , , , , , , , , , -0.8923809523815225, -2055484.0, , -0.5580276251682844, , , , , , , , , , , 
28599, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8699999999993784, -2059960.0, , -0.585514177760797, , , , , , , , , , , 
28799, , , , , , , , , , , , , , , , , , , , -0.8752380952374699, -2064435.0, , -0.5702657271358731, , , , , , , , , , , 
28999, , , , , , , , , , , , , , , , , , , , -0.8819047619053253, -2068908.0, , -0.5486817932888971, , , , , , , , , , , 
29199, , , , , , , , , , , , , , , , , , , , -0.8790476190469909, -2073380.0, , -0.5516554921659408, , , , , , , , , , , 
29399, , , , , , , , , , , , , , , , , , , , -0.8857142857148516, -2077856.0, , -0.540285884817582, , , , , , , , , , , 
29599, , , , , , , , , , , , , , , , , , , , -0.8804761904755614, -2082324.0, , -0.5717499367180899, , , , , , , , , , , 
29799, , , , , , , , , , , , , , , , , , , , -0.87571428571366, -2086797.0, , -0.5889224268181515, , , , , , , , , , , 
29999, , , , , , , , , , , , , , , , , , , , -0.8914285714291409, -2091269.0, , -0.5586142322425931, , , , , , , , , , , 
30199, , , , , , , , , , , , , , , , , , , , -0.879523809523181, -2095740.0, , -0.5870017241518326, , , , , , , , , , , 
30399, , , , , , , , , , , , , , , , , , , , -0.9270000000008431, -2100221.0, , -0.4751436564566429, , , , , , , , , , , 
30599, , , , , , , , , , , , , , , , , , , , -0.924499999999527, -2104685.0, , -0.5203124361736591, , , , , , , , , , , 
30799, , , , , , , , , , , , , , , , , , , , -0.879523809523181, -2109151.0, , -0.5947859161576162, , , , , , , , , , , 
115599, , , , , , , , , , , , , , , , , , , , -0.22199999999957093, , , , , , , , , , , , , , 
115699, , , , , , , , , , , , , , , , , , , , , -2212213.0, , -9.07220895218746, , , , , , , , , , , 
115899, , , , , , , , , , , , , , , , , , , , -0.5599999999995998, -2214358.0, , -5.430799786438323, , , , , , , , , , , 
116099, , , , , , , , , , , , , , , , , , , , -0.8265000000007517, -2217997.0, , -1.998971924363983, , , , , , , , , , , 
116299, , , , , , , , , , , , , , , , , , , , -0.9100000000008277, -2222583.0, , -0.2466828775946524, , , , , , , , , , , 
116499, , , , , , , , , , , , , , , , , , , , -0.9055000000008235, -2227013.0, , -0.5740043737994783, , , , , , , , , , , 
116699, , , -13.157894736838326, -0.005263157894735331, , , , , , , , , , , , , , , , -0.8864999999982867, -2231506.0, , -0.5629019059420989, , , , , , , , , , , 
116899, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8930000000008121, -2235981.0, , -0.5419245427984497, , , , , , , , , , , 
117099, , , , , , , , , , , , , , , , , , , , -0.9040000000008221, -2240453.0, , -0.5387859758173945, , , , , , , , , , , 
117299, , , , , , , , , , , , , , , , , , , , -0.8865000000008063, -2244924.0, , -0.6079709055019885, , , , , , , , , , , 
117499, , , , , , , , , , , , , , , , , , , , -0.8900000000008095, -2249405.0, , -0.5525357607920433, , , , , , , , , , , 
117599, , , , , , , , , , , , , , , , , , , , -0.9019999999982566, , , , , , , , , , , , , , 
117699, , , , , , , , , , , , , , , , , , , , , -2253886.0, , -0.5399874710279419, , , , , , , , , , , 
117899, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -2258360.0, , -0.5409085143683933, , , , , , , , , , , 
118099, , , , , , , , , , , , , , , , , , , , -0.8855000000008053, -2262828.0, , -0.5936535265940492, , , , , , , , , , , 
118299, , , , , , , , , , , , , , , , , , , , -0.8985000000008172, -2267311.0, , -0.5445362296881231, , , , , , , , , , , 
118499, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -2271782.0, , -0.567075484152403, , , , , , , , , , , 
118699, , , , , , , , , , , , , , , , , , , , -0.8959999999982683, -2276261.0, , -0.5474704726642831, , , , , , , , , , , 
118899, , , , , , , , , , , , , , , , , , , , -0.895000000000814, -2280737.0, , -0.5404832010727878, , , , , , , , , , , 
119099, , , , , , , , , , , , , , , , , , , , -0.8975000000008162, -2285214.0, , -0.5139435894421149, , , , , , , , , , , 
119299, , , , , , , , , , , , , , , , , , , , -0.8970000000008158, -2289682.0, , -0.5487330489330562, , , , , , , , true, true, , 
119499, , , -12.500000000011369, -0.005000000000004548, , , , , , , , , , , , , , , , -0.8965000000008153, -2294160.0, , -0.5562421924992523, , , , , , , , , , , 
119699, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8964999999982673, -2298639.0, , -0.5134814825435442, , , , , , , , , , , 
119899, -12.499999999975842, -0.006249999999987921, 13.157894736838326, 0.005263157894735331, , , , , , , , , , , , , , , , -0.8945000000008136, -2303103.0, , -0.5598593774780329, , , , , , , , , , , 
120099, 0.0, 0.0, -12.500000000011369, -0.005000000000004548, , , , , , , , , , , , , , , , -0.877500000000798, -2307584.0, , -0.5836500930705952, , , , , , , , , , , 
120299, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8765000000007972, -2312055.0, , -0.5604384550706163, , , , , , , , , , , 
120499, , , , , , , , , , , , , , , , , , , , -0.8960000000008149, -2316535.0, , -0.5300219177849321, , , , , , , , , , , 
120699, , , , , , , , , , , , , , , , , , , , -0.8809999999982973, -2321007.0, , -0.558855159068562, , , , , , , , , , , 
120899, , , , , , , , , , , , , , , , , , , , -0.8815000000008016, -2325476.0, , -0.5617582555604895, , , , , , , , , , , 
121099, , , , , , , , , , , , , , , , , , , , -0.8985000000008172, -2329950.0, , -0.5675775630661574, , , , , , , , , , , 
121299, , , , , , , , , , , , , , , , , , , , -0.9000000000008186, -2334429.0, , -0.5243203149515538, , , , , , , , , , , 
121499, , , , , , , , , , , , , , , , , , , , -0.8865000000008063, -2338900.0, , -0.5599582236150472, , , , , , , , , , , 
121699, , , , , , , , , , , , , , , , , , , , -0.9131578947365799, -2343370.0, , -0.5619714472801497, , , , , , , , , , , 
121899, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -2347851.0, , -0.5303209211186423, , , , , , , , , , , 
122099, , , , , , , , , , , , , , , , , , , , -0.8875000000008072, -2352326.0, , -0.5219690814510832, , , , , , , , , , , 
122299, , , , , , , , , , , , , , , , , , , , -0.877500000000798, -2356791.0, , -0.5710487588919059, , , , , , , , , , , 
122499, , , , , , , , , , , , , , , , , , , , -0.9025000000008209, -2361269.0, , -0.512685536268209, , , , , , , , , , , 
122699, , , , , , , , , , , , , , , , , , , , -0.876999999998305, -2365734.0, , -0.5939872898670346, , , , , , , , , , , 
122899, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -2370216.0, , -0.5499081975345708, , , , , , , , , , , 
123099, , , , , , , , , , , , , , , , , , , , -0.8721739130447026, -2374745.0, , -0.5713433209642044, , , , , , , , , , , 
123299, , , , , , , , , , , , , , , , , , , , -0.9299999999997328, -2379153.0, , -0.4852462618435748, , , , , , , , , , , 
123499, , , , , , , , , , , , , , , , , , , , -0.8870000000008068, -2383623.0, , -0.5576596466444953, , , , , , , , , , , 
123699, , , , , , , , , , , , , , , , , , , , -0.890999999998278, -2388101.0, , -0.5218724757689069, , , , , , , , , , , 
123899, , , , , , , , , , , , , , , , , , , , -0.9184210526313151, -2392567.0, , -0.5153290783890371, , , , , , , , , , , 
124099, , , , , , , , , , , , , , , , , , , , -0.8890000000008085, -2397043.0, , -0.5159266402159992, , , , , , , , , , , 
124299, 11.904761904753398, 0.005952380952376699, -12.500000000011369, -0.005000000000004548, , , , , , , , , true, , , , , , , -0.6566666666661974, -2401353.0, , -1.692930740413056, , , true, true, , , , , , , 
124399, 0.0, 0.0, 0.0, 0.0, , , , , , , , , false, , , , , , , -0.92350000000084, -2405405.0, , -0.8628007771485773, , , false, false, , , , , , , 
124599, , , 12.499999999975842, 0.004999999999990337, , , , , , , , , , , , , , , , -0.8704999999983176, -2409966.0, , -0.587031052340375, , , , , , , , , , , 
124799, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8995000000008181, -2414427.0, , -0.5176718844652096, , , , , , , , , , , 
124999, , , , , , , , , , , , , , , , , , , , -0.8945000000008136, -2418911.0, , -0.5080297693960529, , , , , , , , , , , 
125199, , , , , , , , , , , , , , , , , , , , -0.8960000000008149, -2423378.0, , -0.538402750645957, , , , , , , , , , , 
125399, , , , , , , , , , , , , , , , , , , , -0.8709523809517585, -2427872.0, , -0.5966257043589067, , , , , , , , , , , 
125599, , , , , , , , , , , , , , , , , , , , -0.90549999999825, -2432326.0, , -0.5194757382757161, , , , , , , , , , , 
125799, , , , , , , , , , , , , , , , , , , , -0.8945000000008136, -2436802.0, , -0.5477690080891225, , , , , , , , , , , 
125999, , , , , , , , , , , , , , , , , , , , -0.9015000000008199, -2441285.0, , -0.4769865710295435, , , , , , , , , , , 
126199, , , , , , , , , , , , , , , , , , , , -0.8985000000008172, -2445751.0, , -0.539343673665795, , , , , , , , , , , 
126399, , , , , , , , , , , , , true, , , , , , , -0.9172222222236358, -2450202.0, , -0.5312329097619714, , , true, true, , , , , , , 
126599, , , 12.500000000011369, 0.005000000000004548, , , , , , , , , false, , , , , , , -0.8715000000007926, -2454119.0, , -1.5113366220187563, , , false, false, , , , , , , 
126799, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8965000000008153, -2458701.0, , -0.3482109230418319, , , , , , , , , , , 
126999, , , , , , , , , , , , , , , , , , , , -0.8974999999982655, -2463142.0, , -0.4693376283968901, , , , , , , , , , , 
127199, , , , , , , , , , , , , , , , , , , , -0.8910000000008104, -2467612.0, , -0.5890887002700184, , , , , , , , , , , 
127399, , , , , , , , , , , , , , , , , , , , -0.8970000000008158, -2472095.0, , -0.48100962304656425, , , , , , , , , , , 
127599, , , , , , , , , , , , , , , , , , , , -0.8964999999982673, -2476578.0, , -0.5630680534723197, , , , , , , , , , , 
127799, , , , , , , , , , , , , , , , , , , , -0.8604761904755756, -2481045.0, , -0.6250778947074523, , , , , , , , , , , 
127999, , , , , , , , , , , , , , , , , , , , -0.9410526315786771, -2485521.0, , -0.41895897058999076, , , , , , , , , , , 
128199, , , , , , , , , , , , , , , , , , , , -0.8915000000008109, -2489989.0, , -0.5130050235093732, , , , , , , , , , , 
128399, , , , , , , , , , , , , , , , , , , , -0.9020000000008205, -2494456.0, , -0.5197799727730108, , , , , , , , , , , 
128599, , , , , , , , , , , , , true, , , , , , , -0.8889999999982818, -2498937.0, , -0.6152793658253777, , , true, true, , , , , , , 
128799, -12.500000000011369, -0.006250000000005684, 12.500000000011369, 0.005000000000004548, , , , , , , , , , , , , , , , -0.7870000000007158, -2502919.0, , -2.116041783697048, , , , , , , , , , , 
128999, 0.0, 0.0, 0.0, 0.0, , , , , , , , , false, , , , , , , -0.9414999999981805, -2507385.0, , -0.09932720929308197, , , false, false, , , , false, false, , 
129199, -12.499999999975842, -0.006249999999987921, 37.499999999927525, 0.01499999999997101, , , , , , , , , , , , , , , , -0.895000000000814, -2511817.0, , -0.649634845631992, , , , , , , , , , , 
129399, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , -0.8935000000008125, -2516316.0, , -0.5481192838873667, , , , , , , , , , , 
129599, , , , , , , , , , , , , , , , , , , , -0.8985000000008172, -2520786.0, , -0.4993993502601425, , , , , , , , , , , 
129799, , , , , , , , , , , , , , , , , , , , -0.8571428571422446, -2525271.0, , -0.5967347151867053, , , , , , , , , , , 
129999, , , , , , , , , , , , , , , , , , , , -0.8889999999982818, -2529724.0, , -0.5791411330440278, , , , , , , , , , , 
130199, , , , , , , , , , , , , , , , , , , , -0.8557142857159905, -2534207.0, , -0.6345104110568864, , , , , , , , , , , 
130399, , , , , , , , , , , , , , , , , , , , -0.8920000000008113, -2538674.0, , -0.519907137204662, , , , , , , , , , , 
130599, -11.904761904753398, -0.005952380952376699, , , , , , , , , , , , , , , , , , -0.865238095237477, -2543154.0, , -0.5669605686172636, , , , , , , , , , , 
130799, 13.157894736838326, 0.006578947368419163, , , , , , , , , , , , , , , , , , -0.8890000000008085, -2547620.0, , -0.6570795344403141, , , , , , , , , , , 
130999, 0.0, 0.0, , , , , , , , , , , , , , , , , , -0.8949999999982702, -2552095.0, , -0.46562226914985877, , , , , , , , , , , 
131199, , , , , , , , , , , , , , , , , , , , -0.8580952380969475, -2556577.0, , -0.5710382909929176, , , , , , , , , , , 
131399, , , , , , , , , , , , , , , , , , , , -0.8925000000008118, -2561046.0, , -0.5332555570079257, , , , , , , , , , , 
131599, , , , , , , , , , , , , , , , , , , , -0.8571428571422446, -2565512.0, , -0.6380344614898531, , , , , , , , , , , 
131799, , , , , , , , , , , , , , , , , , , , -0.854761904761294, -2569989.0, , -0.5956557705086379, , , , , , , , , , , 
131999, , , , , , , , , , , , , , , , , , , , -0.8920000000008113, -2574461.0, , -0.5615739916413514, , , , , , , , , , , 
132199, , , , , , , , , , , , , , , , , , , , -0.8504761904778848, -2578928.0, , -0.6703699601224707, , , , , , , , , , , 
170699, -0.03258517765438858, , 0.013034071061755432, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
170799, , -1.6292588827194288E-5, , 5.213628424702173E-6, , , , , , , , , , , , , , , , -0.10192956387998231, -2680706.0, , -3.4463546678477486, , , , , , , , , , , 
170899, , , 0.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
170999, 0.0, 0.0, , 0.0, , , , , , , , , , , , , , , , -0.37100000000033745, -2681690.0, , -7.894025460092738, , , , , , , , , , , 
171099, , , , , , , , , , , , , , , , , , , , -0.725789473684002, -2684489.0, , -3.808274342084385, , , , , , , , , , , 
171299, , , , , , , , , , , , , , , , , , , , -0.9170000000008339, , , , , , , , , , , , , , 
171399, , , , , , , , , , , , , , , , , , , , , -2688602.0, , -0.8003568026141693, , , , , , , , , , , 
171499, , , , , , , , , , , , , , , , , , , , -0.8438095238089208, , , , , , , , , , , , , , 
171599, , , , , , , , , , , , , , , , , , , , , -2693190.0, , -0.5815788127572196, , , , , , , , , , , 
171699, , , , , , , , , , , , , , , , , , , , -0.9457894736839388, -2697654.0, , , , , , , , , , , , , 
171799, , , , , , , , , , , , , , , , , , , , , , , -0.29489196388212985, , , , , , , , , , , 
171899, , , , , , , , , , , , , , , , , , , , -0.9121052631576327, , , , , , , , , , , , , , 
171999, , , , , , , , , , , , , , , , , , , , , -2702121.0, , -0.43616303292017256, , , , , , , , , , , 
172099, , , , , , , , , , , , , , , , , , , , -0.8875000000008072, -2706606.0, , -0.5448940429589929, , , , , , , , , , , 
172299, , , , , , , , , , , , , , , , , , , , -0.8934999999982731, -2711080.0, , , , , , , , , , , , , 
172399, , , , , , , , , , , , , , , , , , , , , , , -0.5445212184724824, , , , , , , , , , , 
172499, , , , , , , , , , , , , , , , , , , , -0.8929999999982742, -2715556.0, , , , , , , , , , , , , 
172599, , , , , , , , , , , , , , , , , , , , , , , -0.5625272552294337, , , , , , , , , , , 
172699, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -2720033.0, , , , , , , , , , , , , 
172799, , , , , , , , , , , , , , , , , , , , , , , -0.560375660124395, , , , , , , , , , , 
172899, , , , , , , , , , , , , , , , , , , , -0.8735000000007944, -2724511.0, , , , , , , , , , , , , 
172999, , , , , , , , , , , , , , , , , , , , , , , -0.5774840257004362, , , , , , , , , , , 
173099, , , , , , , , , , , , , , , , , , , , -0.8975000000008162, -2728991.0, , , , , , , , , , , , , 
173199, , , , , , , , , , , , , , , , , , , , , , , -0.5214702060371056, , , , , , , , , , , 
173299, , , , , , , , , , , , , , , , , , , , -0.88999999999828, -2733464.0, , , , , , , , , , , , , 
173399, , , , , , , , , , , , , , , , , , , , , , , -0.5492722633657432, , , , , , , , , , , 
173499, , , , , , , , , , , , , , , , , , , , -0.8929999999982742, -2737940.0, , -0.5543572681320802, , , , , , , , , , , 
173699, , , , , , , , , , , , , , , , , , , , -0.9080000000008258, -2742421.0, , , , , , , , , , , , , 
173799, , , , , , , , , , , , , , , , , , , , , , , -0.504493593096624, , , , , , , , , , , 
173899, , , , , , , , , , , , , , , , , , , , -0.8740000000007949, , , , , , , , , , , , , , 
173999, , , , , , , , , , , , , , , , , , , , , -2746891.0, , -0.5849194082968534, , , , , , , , , , , 
174199, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -2751369.0, , -0.5399024476553095, , , , , , , , , , , 
174399, , , , , , , , , , , , , , , , , , , , -0.8949999999982702, -2755843.0, , -0.5639522271512105, , , , , , , , true, true, , 
174599, , , , , , , , , , , , , , , , , , , , -0.9394736842102565, -2760317.0, , -0.37299680164157145, , , , , , , , , , , 
174799, , , , , , , , , , , , , , , , , , , , -0.8880000000008076, -2764794.0, , -0.560773635746371, , , , , , , , , , , 
174999, 25.000000000022737, 0.012500000000011368, -39.47368421051498, -0.015789473684205992, , , , , , , , , , , , , , , , -0.9252631578944711, -2769265.0, , -0.42432778600670645, , , , , , , , , , , 
175199, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , -0.8925000000008118, -2773728.0, , -0.4938260011982657, , , , , , , , , , , 
175399, , , , , , , , , , , , , , , , , , , , -0.8959999999982683, -2778221.0, , -0.5273427114236583, , , , , , , , , , , 
175599, , , , , , , , , , , , , , , , , , , , -0.8944999999982712, -2782695.0, , -0.5392220546163226, , , , , , , , , , , 
175799, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -2787172.0, , -0.5364445883585613, , , , , , , , , , , 
175999, , , , , , , , , , , , , , , , , , , , -0.8835000000008035, -2791649.0, , -0.5605759045401537, , , , , , , , , , , 
176199, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -2796130.0, , -0.5259542728667475, , , , , , , , , , , 
176399, , , , , , , , , , , , , , , , , , , , -0.8964999999982673, -2800603.0, , -0.5357832731127328, , , , , , , , , , , 
