time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.vsp
98298, -437.5000000003979, -0.12847222222242122, 394.7368421051498, 0.08706140350872661, 0.06944444444444442, 0.02777777777777777, , , , , , , , , , , , , , -22950.000000020875, , -0.5619634045136809, , , , , , , , , , 
98498, 87.50000000007958, 0.04375000000003979, -124.99999999975842, -0.04999999999990337, 0.0, 0.0, , , , , , , , , , , , , , -23087.49999995538, , -0.5663540962883817, , , , , , , , , , 
98698, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , -23149.99999995526, , -0.5356139094162936, , , , , , , , , , 
98898, -12.499999999975842, -0.006249999999987921, , , , , , , , , , , , , , , , , , -23437.500000021315, , -0.531037991884028, , , , , , , , , , 
99098, 0.0, 0.0, , , , , , , , , , , , , , , , , , -23050.000000020966, , -0.6061206461437941, , , , , , , , , , 
99298, , , , , , , , , , , , , , , , , , , , -23012.50000002093, , -0.5628714817142881, , , , , , , , , , 
99498, , , , , , , , , , , , , , , , , , , , -23124.999999955307, , -0.5644098355860333, , , , , , , , , , 
99698, , , , , , , , , , , , , , , , , , , , -23499.999999954583, , -0.5078696904700464, , , , , , , , , , 
99898, , , , , , , , , , , , , , , , , , , , -23112.50000002102, , -0.5801720130248378, , , , , , , , , , 
100098, , , , , , , , , , , , , , , , , , , , -22750.000000020693, , -0.5953242029395569, , , , , , , , , , 
100298, 12.500000000011369, 0.006250000000005684, -12.500000000011369, -0.005000000000004548, , , , , , , , , , , , , , , , -18300.000000016644, , -2.332975474897521, , , , , , , , , , 
100498, 0.0, 0.0, 12.499999999975842, 0.004999999999990337, , , , , , , , , , , , , , , , -23362.49999995485, , -0.8666792715442297, , , , , , , , , , 
100698, , , 0.0, 0.0, , , , , , , , , , , , , , , , -22399.999999956708, , -0.6436064082891388, , , , , , , , , , 
100898, , , , , , , , , , , , , , , , , , , , -23562.49999995446, , -0.47597345615361886, , , , , , , , , , 
101098, , , , , , , , , , , , , , , , , , , , -22937.499999955668, , -0.5837408641370112, , , , , , , , , , 
101298, , , , , , , , , , , , , , , , , , , , -22887.500000020817, , -0.5674807819604412, , , , , , , , , , 
101498, , , , , , , , , , , , , , , , , , , , -23025.00000002094, , -0.5408023590920474, , , , , , , , , , 
101698, , , , , , , , , , , , , , , , , , , , -23475.00000002135, , -0.5409377584494305, , , , , , , , , , 
101898, , , , , , , , , , , , , , , , , , , , -22824.999999955886, , -0.5492301780440794, , , , , , , , , , 
102098, , , , , , , , , , , , , , , , , , , , -23349.99999995487, , -0.5322380480439242, , , , , , , , , , 
102298, , , , , , , , , , , , , , , , , , , , -23175.00000002108, , -0.5397027377777885, , , , , , , , , , 
102498, , , , , , , , , , , , , , , , , , , , -23375.00000002126, , -0.531602682401528, , , , , , , , , , 
102698, , , , , , , , , , , , , , , , , , , , -23200.0000000211, , -0.549587349879088, , , , , , , , , , 
102898, , , , , , , , , , , , , , , , , , , , -22999.999999955548, , -0.5902549452189269, , , , , , , , , , 
103098, , , , , , , , , , , , , , , , , , , , -23087.49999995538, , -0.48571564460025907, , , , , , , , , , 
103298, , , , , , , , , , , , , , , , , , , , -23237.500000021133, , -0.5668494957056045, , , , , , , , , , 
103498, , , , , , , , , , , , , , , , , , , , -22825.00000002076, , -0.5722833750465616, , , , , , , , , , 
103698, , , , , , , , , , , , , , , , , , , , -23000.00000002092, , -0.519138838567771, , , , , , , , , , 
103898, , , , , , , , , , , , , , , , , , , , -22214.28571426984, , -0.6930234038282451, , , , , , , , , , 
104098, , , , , , , , , , , , , , , , , , , , -23212.499999955136, , -0.5222567806781044, , , , , , , , , , 
104298, , , , , , , , , , , , , , , , , , , , -24105.263157887814, , -0.4825435927311355, , , , , , , , , , 
104498, , , , , , , , , , , , , , , , , , , , -23112.50000002102, , -0.5392744614547337, , , , , , , , , , 
104698, , , , , , , , , , , , , , , , , , , , -22937.50000002086, , -0.575039902380453, , , , , , , , , , 
104898, , , , , , , , , , , , , , , , , , , , -24328.947368414065, , -0.35991283211871994, , , , , , , , , , 
105098, 13.157894736838326, 0.006578947368419163, -12.499999999975842, -0.004999999999990337, , , , , , , , , true, , , , , , , -18473.68421052101, , -2.0283515832562315, , , true, true, , , , , , 
105298, 0.0, 0.0, 0.0, 0.0, , , , , , , , , false, , , , , , , -22950.000000020875, , -1.1057505355797512, , , false, false, , , , , , 
105498, , , , , , , , , , , , , true, , , , , , , -23486.84210525641, , -0.465855236126401, , , true, true, , , , , , 
105698, , , 12.500000000011369, 0.005000000000004548, , , , , , , , , false, , , , , , , -19975.000000018168, , -2.3454143552943605, , , false, false, , , , , , 
105898, 12.500000000011369, , 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
