time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.aest, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.nto, spid.vsp
152235, , , , , , , , , , , , , , , , , , , , , , , -2.3002462755401603E-32, , , , , , , , , , , 
152435, , , , , , , , , , , , , , , , , , , , , , , -6.497626394445291E-34, , , , , , , , , , , 
152635, , , , , , , , , , , , , , , , , , , , , , , -1.8354186336799046E-35, , , , , , , , , , , 
152835, , , , , , , , , , , , , , , , , , , , , , , -5.184603355679704E-37, , , , , , , , , , , 
153035, , , , , , , , , , , , , , , , , , , , , , , -1.464522123861859E-38, , , , , , , , , , , 
153235, , , , , , , , , , , , , , , , , , , , , , , -4.136912516038871E-40, , , , , , , , , , , 
153435, , , , , , , , , , , , , , , , , , , , , , , -1.1685753930592956E-41, , , , , , , , , , , 
153635, , , , , , , , , , , , , , , , , , , , , , , -3.3009362512969724E-43, , , , , , , , , , , 
153835, , , , , , , , , , , , , , , , , , , , , , , -9.324327895182383E-45, , , , , , , , , , , 
154035, , , , , , , , , , , , , , , , , , , , , , , -2.633891843949288E-46, , , , , , , , , , , 
154235, , , , , , , , , , , , , , , , , , , , , , , -7.440092544586439E-48, , , , , , , , , , , 
154435, , , , , , , , , , , , , , , , , , , , , , , -2.1016419941150966E-49, , , , , , , , , , , 
154635, , , , , , , , , , , , , , , , , , , , , , , -5.93661845596518E-51, , , , , , , , , , , 
154835, , , , , , , , , , , , , , , , , , , , , , , -1.6769477765667583E-52, , , , , , , , , , , 
155035, , , , , , , , , , , , , , , , , , , , , , , -4.73696240745691E-54, , , , , , , , , , , 
155235, , , , , , , , , , , , , , , , , , , , , , , -1.3380746355500295E-55, , , , , , , , , , , 
155435, , , , , , , , , , , , , , , , , , , , , , , -3.779729658575786E-57, , , , , , , , , , , 
155635, , , , , , , , , , , , , , , , , , , , , , , -1.0676800764588795E-58, , , , , , , , , , , 
155835, , , , , , , , , , , , , , , , , , , , , , , -3.015931954500608E-60, , , , , , , , , , , 
156035, , , , , , , , , , , , , , , , , , , , , , , -8.519261298146153E-62, , , , , , , , , , , 
156235, , , , , , , , , , , , , , , , , , , , , , , -2.406480456489897E-63, , , , , , , , , , , 
156435, , , , , , , , , , , , , , , , , , , , , , , -6.797711661606168E-65, , , , , , , , , , , 
156635, , , , , , , , , , , , , , , , , , , , , , , -1.9201852942424047E-66, , , , , , , , , , , 
156835, , , , , , , , , , , , , , , , , , , , , , , -5.424048191172611E-68, , , , , , , , , , , 
157035, , , , , , , , , , , , , , , , , , , , , , , -1.5321593633894819E-69, , , , , , , , , , , 
157235, , , , , , , , , , , , , , , , , , , , , , , -4.3279709768112506E-71, , , , , , , , , , , 
157435, , , , , , , , , , , , , , , , , , , , , , , -1.2225446793395305E-72, , , , , , , , , , , 
157635, , , , , , , , , , , , , , , , , , , , , , , -3.4533861271005892E-74, , , , , , , , , , , 
157835, , , , , , , , , , , , , , , , , , , , , , , -9.754961061458841E-76, , , , , , , , , , , 
158035, , , , , , , , , , , , , , , , , , , , , , , -2.755535054820888E-77, , , , , , , , , , , 
158235, , , , , , , , , , , , , , , , , , , , , , , -7.783704507387587E-79, , , , , , , , , , , 
158435, , , , , , , , , , , , , , , , , , , , , , , -2.1987038688667296E-80, , , , , , , , , , , 
158635, , , , , , , , , , , , , , , , , , , , , , , -6.210794228353923E-82, , , , , , , , , , , 
158835, , , , , , , , , , , , , , , , , , , , , , , -1.7543956461420357E-83, , , , , , , , , , , 
159035, , , , , , , , , , , , , , , , , , , , , , , -4.955733469884871E-85, , , , , , , , , , , 
159235, , , , , , , , , , , , , , , , , , , , , , , -1.3998720458833622E-86, , , , , , , , , , , 
159435, , , , , , , , , , , , , , , , , , , , , , , -3.954292047290419E-88, , , , , , , , , , , 
159635, , , , , , , , , , , , , , , , , , , , , , , -1.1169896306770801E-89, , , , , , , , , , , 
159835, , , , , , , , , , , , , , , , , , , , , , , -3.1552192405592595E-91, , , , , , , , , , , 
160035, , , , , , , , , , , , , , , , , , , , , , , -8.912713406265673E-93, , , , , , , , , , , 
160235, , , , , , , , , , , , , , , , , , , , , , , -2.517620938700532E-94, , , , , , , , , , , 
160435, , , , , , , , , , , , , , , , , , , , , , , -7.111656015470461E-96, , , , , , , , , , , 
160635, , , , , , , , , , , , , , , , , , , , , , , -2.0088668037723653E-97, , , , , , , , , , , 
160835, , , , , , , , , , , , , , , , , , , , , , , -5.674551506034326E-99, , , , , , , , , , , 
161035, , , , , , , , , , , , , , , , , , , , , , , -1.6029203496303702E-100, , , , , , , , , , , 
161235, , , , , , , , , , , , , , , , , , , , , , , -4.5278532488900556E-102, , , , , , , , , , , 
161435, , , , , , , , , , , , , , , , , , , , , , , -1.2790064739156768E-103, , , , , , , , , , , 
161635, , , , , , , , , , , , , , , , , , , , , , , -3.612876721919426E-105, , , , , , , , , , , 
161835, , , , , , , , , , , , , , , , , , , , , , , -1.020548251630493E-106, , , , , , , , , , , 
162035, , , , , , , , , , , , , , , , , , , , , , , -2.8827962149583787E-108, , , , , , , , , , , 
162235, , , , , , , , , , , , , , , , , , , , , , , -8.14318578636625E-110, , , , , , , , , , , 
162435, , , , , , , , , , , , , , , , , , , , , , , -2.3002484326570653E-111, , , , , , , , , , , 
162635, , , , , , , , , , , , , , , , , , , , , , , -6.497632487766639E-113, , , , , , , , , , , 
162835, , , , , , , , , , , , , , , , , , , , , , , -1.8354203548923693E-114, , , , , , , , , , , 
163035, , , , , , , , , , , , , , , , , , , , , , , -5.184608217678901E-116, , , , , , , , , , , 
163235, , , , , , , , , , , , , , , , , , , , , , , -1.4645234972562929E-117, , , , , , , , , , , 
163435, , , , , , , , , , , , , , , , , , , , , , , -4.136916395538219E-119, , , , , , , , , , , 
163635, , , , , , , , , , , , , , , , , , , , , , , -1.1685764889218399E-120, , , , , , , , , , , 
163835, , , , , , , , , , , , , , , , , , , , , , , -3.300939346837423E-122, , , , , , , , , , , 
164035, , , , , , , , , , , , , , , , , , , , , , , -9.32433663931798E-124, , , , , , , , , , , 
164235, , , , , , , , , , , , , , , , , , , , , , , -2.633894313951168E-125, , , , , , , , , , , 
164435, , , , , , , , , , , , , , , , , , , , , , , -7.440099521730398E-127, , , , , , , , , , , 
164635, , , , , , , , , , , , , , , , , , , , , , , -2.1016439649855735E-128, , , , , , , , , , , 
164835, , , , , , , , , , , , , , , , , , , , , , , -5.936624023186468E-130, , , , , , , , , , , 
165035, , , , , , , , , , , , , , , , , , , , , , , -1.6769493491689786E-131, , , , , , , , , , , 
165235, , , , , , , , , , , , , , , , , , , , , , , -4.736966849668949E-133, , , , , , , , , , , 
165435, , , , , , , , , , , , , , , , , , , , , , , -1.3380758903649809E-134, , , , , , , , , , , 
165635, , , , , , , , , , , , , , , , , , , , , , , -3.779733203117444E-136, , , , , , , , , , , 
165835, , , , , , , , , , , , , , , , , , , , , , , -1.0676810777041669E-137, , , , , , , , , , , 
166035, , , , , , , , , , , , , , , , , , , , , , , -3.0159347827707272E-139, , , , , , , , , , , 
166235, , , , , , , , , , , , , , , , , , , , , , , -8.519269287309216E-141, , , , , , , , , , , 
166435, , , , , , , , , , , , , , , , , , , , , , , -2.4064827132307218E-142, , , , , , , , , , , 
166635, , , , , , , , , , , , , , , , , , , , , , , -6.797718036340433E-144, , , , , , , , , , , 
166835, , , , , , , , , , , , , , , , , , , , , , , -1.9201870949470534E-145, , , , , , , , , , , 
167035, , , , , , , , , , , , , , , , , , , , , , , -5.424053277717552E-147, , , , , , , , , , , 
167235, , , , , , , , , , , , , , , , , , , , , , , -1.5321608002125309E-148, , , , , , , , , , , 
167435, , , , , , , , , , , , , , , , , , , , , , , -4.3279750354807356E-150, , , , , , , , , , , 
167635, , , , , , , , , , , , , , , , , , , , , , , -1.2225458258132041E-151, , , , , , , , , , , 
167835, , , , , , , , , , , , , , , , , , , , , , , -3.453389365604952E-153, , , , , , , , , , , 
168035, , , , , , , , , , , , , , , , , , , , , , , -9.754970209432102E-155, , , , , , , , , , , 
168235, , , , , , , , , , , , , , , , , , , , , , , -2.7555376388969123E-156, , , , , , , , , , , 
168435, , , , , , , , , , , , , , , , , , , , , , , -7.78371180676277E-158, , , , , , , , , , , 
168635, , , , , , , , , , , , , , , , , , , , , , , -2.1987059307595518E-159, , , , , , , , , , , 
168835, , , , , , , , , , , , , , , , , , , , , , , -6.2108000526908086E-161, , , , , , , , , , , 
169035, , , , , , , , , , , , , , , , , , , , , , , -1.7543972913730477E-162, , , , , , , , , , , 
169235, , , , , , , , , , , , , , , , , , , , , , , -4.95573811725527E-164, , , , , , , , , , , 
169435, , , , , , , , , , , , , , , , , , , , , , , -1.3998733586504728E-165, , , , , , , , , , , 
169635, , , , , , , , , , , , , , , , , , , , , , , -3.9542957555325836E-167, , , , , , , , , , , 
169835, , , , , , , , , , , , , , , , , , , , , , , -1.116990678163709E-168, , , , , , , , , , , 
170035, , , , , , , , , , , , , , , , , , , , , , , -3.1552221994497234E-170, , , , , , , , , , , 
170235, , , , , , , , , , , , , , , , , , , , , , , -8.912721764398878E-172, , , , , , , , , , , 
170435, , , , , , , , , , , , , , , , , , , , , , , -2.517623299666291E-173, , , , , , , , , , , 
170635, , , , , , , , , , , , , , , , , , , , , , , -7.111662684614369E-175, , , , , , , , , , , 
170835, , , , , , , , , , , , , , , , , , , , , , , -2.0088686876404505E-176, , , , , , , , , , , 
171035, , , , , , , , , , , , , , , , , , , , , , , -5.67455682749539E-178, , , , , , , , , , , 
171235, , , , , , , , , , , , , , , , , , , , , , , -1.602921852811409E-179, , , , , , , , , , , 
171435, , , , , , , , , , , , , , , , , , , , , , , -4.527857495004438E-181, , , , , , , , , , , 
171635, , , , , , , , , , , , , , , , , , , , , , , -1.2790076733378942E-182, , , , , , , , , , , 
171835, , , , , , , , , , , , , , , , , , , , , , , -3.61288010999032E-184, , , , , , , , , , , 
171935, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , true, -0.95
172035, , , , , , , , , , , , , , , , , , , , , , , -12.1125, , -0.95, , , , , , , , true, -0.95
172235, , , , , , , , , , , , , , , , , , , , -9337.500000000198, -974.0, , -8.559638713201752, , , , , , , , , , , 
172435, , , , , , , , , , , , , , , , , , , , -17087.500000000364, -3768.0, , -4.3748618463304005, , , , , , , , , , , 
172635, , , , , , , , , , , , , , , , , , , , -22662.500000000484, -7863.0, , -1.3533113022084835, , , , , , , , , , , 
172835, , , , , , , , , , , , , , , , , , , , -22837.500000000487, -12611.0, , -0.4437379272965645, , , , , , , , , , , 
173035, , , , , , , , , , , , , , , , , , , , -23350.0000000005, -17188.0, , -0.5242615427684176, , , , , , , , , , , 
173235, , , , , , , , , , , , , , , , , , , , -23037.4999999964, -21812.0, , -0.6056989195089135, , , , , , , , , , , 
173435, , , , , , , , , , , , , , , , , , , , -23237.500000004624, -26443.0, , -0.5273153326321627, , , , , , , , , , , 
173635, , , , , , , , , , , , , , , , , , , , -22724.99999999645, -31050.0, , -0.6129629972899238, , , , , , , , , , , 
173835, , , , , , , , , , , , , , , , , , , , -23287.500000004635, -35678.0, , -0.5398393304344045, , , , , , , , , , , 
174035, , , , , , , , , , , , , , , , , , , , -22974.99999999641, -40292.0, , -0.5569611238079779, , , , , , , , , , , 
174235, , , , , , , , , , , , , , , , , , , , -23137.499999996384, -44908.0, , -0.5701593879778538, , , , , , , , , , , 
174435, , , , , , , , , , , , , , , , , , , , -23100.000000004595, -49529.0, , -0.5742241097709248, , , , , , , , , , , 
174635, , , , , , , , , , , , , , , , , , , , -23137.499999996384, -54146.0, , -0.5796221376779505, , , , , , , , , , , 
174835, , , , , , , , , , , , , , , , , , , , -23162.50000000461, -58764.0, , -0.5706686149229517, , , , , , , , , , , 
175035, , , , , , , , , , , , , , , , , , , , -23099.999999996387, -63380.0, , -0.5695003774411016, , , , , , , , , , , 
175235, , , , , , , , , , , , , , , , , , , , -23162.49999999638, -68000.0, , -0.5571386135677112, , , , , , , , , , , 
175435, , , , , , , , , , , , , , , , , , , , -22762.50000000453, -72612.0, , -0.5868387271328357, , , , , , , , , , , 
175635, , , , , , , , , , , , , , , , , , , , -23124.999999996384, -77236.0, , -0.5654120112028613, , , , , , , , , , , 
175835, , , , , , , , , , , , , , , , , , , , -23175.00000000461, -81848.0, , -0.5632657374915107, , , , , , , , , , , 
176035, , , , , , , , , , , , , , , , , , , , -23462.499999996333, -86477.0, , -0.5218651466265328, , , , , , , , , , , 
176235, , , , , , , , , , , , , , , , , , , , -23124.999999996384, -91084.0, , -0.5553884433947806, , , , , , , , , , , 
176435, , , , , , , , , , , , , , , , , , , , -23012.500000004577, -95698.0, , -0.5853048630559533, , , , , , , , , , , 
176635, , , , , , , , , , , , , , , , , , , , -23174.999999996377, -100320.0, , -0.5611219155460403, , , , , , , , , , , 
176835, , , , , , , , , , , , , , , , , , , , -22787.500000004533, -104934.0, , -0.5665725802901743, , , , , , , , , , , 
177035, , , , , , , , , , , , , , , , , , , , -23149.99999999638, -109546.0, , -0.5657560450364363, , , , , , , , , , , 
177235, , , , , , , , , , , , , , , , , , , , -23062.499999996395, -114161.0, , -0.5881073550586243, , , , , , , , , , , 
177435, , , , , , , , , , , , , , , , , , , , -23050.000000004587, -118782.0, , -0.563176248518581, , , , , , , , , , , 
177635, , , , , , , , , , , , , , , , , , , , -22924.999999996417, -123404.0, , -0.5275800755031723, , , , , , , , , , , 
177835, , , , , , , , , , , , , , , , , , , , -23212.500000004617, -128014.0, , -0.5497893247114534, , , , , , , , , , , 
178035, , , , , , , , , , , , , , , , , , , , -23237.49999999637, -132627.0, , -0.5560826150159573, , , , , , , , , , , 
178235, , , , , , , , , , , , , , , , , , , , -22949.999999996413, -137245.0, , -0.5671245392457458, , , , , , , , , , , 
178435, , , , , , , , , , , , , , , , , , , , -23200.000000004617, -141860.0, , -0.5668389191838068, , , , , , , , , , , 
178635, , , , , , , , , , , , , , , , , , , , -22987.499999996406, -146472.0, , -0.5956838213504488, , , , , , , , , , , 
178835, , , , , , , , , , , , , , , , , , , , -23137.500000004602, -151095.0, , -0.5673719677060617, , , , , , , , , , , 
179035, , , , , , , , , , , , , , , , , , , , -23162.49999999638, -155705.0, , -0.5531658607336285, , , , , , , , , , , 
179235, , , , , , , , , , , , , , , , , , , , -23187.499999996377, -160322.0, , -0.5760541273702893, , , , , , , , , , , 
179435, , , , , , , , , , , , , , , , , , , , -23099.999999996387, -164911.0, , -0.5897749670085468, , , , , , , , , , , 
179635, , , , , , , , , , , , , , , , , , , , -23087.49999999639, -169530.0, , -0.5211132026329832, , , , , , , , , , , 
179835, , , , , , , , , , , , , , , , , , , , -23175.00000000461, -174143.0, , -0.5660762928099575, , , , , , , , , , , 
180035, , , , , , , , , , , , , , , , , , , , -23149.99999999638, -178757.0, , -0.5589405782212125, , , , , , , , , , , 
180235, , , , , , , , , , , , , , , , , , , , -23100.000000004595, -183373.0, , -0.5745272451541568, , , , , , , , , , , 
180435, , , , , , , , , , , , , , , , , , , , -23112.499999996387, -187988.0, , -0.5679390633340372, , , , , , , , , , , 
180635, , , , , , , , , , , , , , , , , , , , -23349.99999999635, -192608.0, , -0.4854049417962487, , , , , , , , , , , 
180835, , , , , , , , , , , , , , , , , , , , -23287.500000004635, -197218.0, , -0.5748292047878312, , , , , , , , , , , 
181035, , , , , , , , , , , , , , , , , , , , -23049.9999999964, -201835.0, , -0.5358980367725781, , , , , , , , , , , 
181235, , , , , , , , , , , , , , , , , , , , -23150.000000004606, -206448.0, , -0.578081636898949, , , , , , , , , , , 
181435, , , , , , , , , , , , , , , , , , , , -22974.99999999641, -211067.0, , -0.5450066659229851, , , , , , , , , , , 
181635, , , , , , , , , , , , , , , , , , , , -23312.499999996355, -215679.0, , -0.5249582211525885, , , , , , , , , , , 
181835, , , , , , , , , , , , , , , , , , , , -23100.000000004595, -220288.0, , -0.593741200552584, , , , , , , , , , , 
182035, , , , , , , , , , , , , , , , , , , , -23012.499999996402, -224904.0, , -0.5663706191565325, , , , , , , , , , , 
182235, , , , , , , , , , , , , , , , , , , , -23112.5000000046, -229517.0, , -0.5203150989422338, , , , , , , , , , , 
182435, , , , , , , , , , , , , , , , , , , , -22849.999999996428, -234126.0, , -0.611871789291039, , , , , , , , , , , 
182635, , , , , , , , , , , , , , , , , , , , -23162.49999999638, -238745.0, , -0.5313489265041608, , , , , , , , , , , 
182835, , , , , , , , , , , , , , , , , , , , -23025.00000000458, -243351.0, , -0.5983787470010666, , , , , , , , , , , 
183035, , , , , , , , , , , , , , , , , , , , -23187.499999996377, -247978.0, , -0.47969499662729503, , , , , , , , , , , 
183235, , , , , , , , , , , , , , , , , , , , -22999.999999996406, -252583.0, , -0.6756462361075373, , , , , , , , , , , 
183435, , , , , , , , , , , , , , , , , , , , -22874.999999996424, -257199.0, , -0.5803943014569086, , , , , , , , , , , 
183635, , , , , , , , , , , , , , , , , , , , -23012.499999996402, -261808.0, , -0.535564464027264, , , , , , , , , , , 
183835, , , , , , , , , , , , , , , , , , , , -24144.73684210736, -266417.0, , -0.4944098273282216, , , , , , , , , , , 
184035, , , , , , , , , , , , , , , , , , , , -24328.947368414065, -271043.0, , -0.3941287783776679, , , , , , , , , , , 
184235, , , , , , , , , , , , , , , , , , , , -23049.9999999964, -275651.0, , -0.6177525008718421, , , , , , , , , , , 
184435, , , , , , , , , , , , , , , , , , , , -21809.523809522983, -280259.0, , -0.7673791518966646, , , , , , , , , , , 
184635, , , , , , , , , , , , , , , , , , , , -24434.210526308772, -284871.0, , -0.4245554565136481, , , , , , , , , , , 
184835, , , , , , , , , , , , , , , , , , , , -22011.904761911377, -289492.0, , -0.7040233886639217, , , , , , , , , , , 
185035, , , , , , , , , , , , , , , , , , , , -22178.571428570587, -294106.0, , -0.6220959376631963, , , , , , , , , , , 
185235, , , , , , , , , , , , , , , , , , , , -23921.052631581024, -298701.0, , -0.5869328719993755, , , , , , , , , , , 
185435, , , , , , , , , , , , , , , , , , , , -23150.000000004606, -303333.0, , -0.5804255793226385, , , , , , , , , , , 
185635, , , , , , , , , , , , , , , , , , , , -23087.49999999639, -307928.0, , -0.5461475642141322, , , , , , , , , , , 
185835, , , , , , , , , , , , , , , , , , , , -22937.500000004562, -312557.0, , -0.5787887117999598, , , , , , , , , , , 
186035, , , , , , , , , , , , , , , , , , , , -23087.49999999639, -317170.0, , -0.6000686928717823, , , , , , , , , , , 
186235, , , , , , , , , , , , , , , , , , , , -23149.99999999638, -321786.0, , -0.5780244439071157, , , , , , , , , , , 
186435, , , , , , , , , , , , , , , , , , , , -23137.500000004602, -326404.0, , -0.5641264047735131, , , , , , , , , , , 
186635, , , , , , , , , , , , , , , , , , , , -22649.99999999646, -331009.0, , -0.6478024198402272, , , , , , , , , , , 
186835, , , , , , , , , , , , , , , , , , , , -22987.500000004573, -335625.0, , -0.6231868719050326, , , , , , , , , , , 
187035, , , , , , , , , , , , , , , , , , , , -23037.4999999964, -340235.0, , -0.5794288057072827, , , , , , , , , , , 
187235, , , , , , , , , , , , , , , , , , , , -23124.999999996384, -344856.0, , -0.5723366672755037, , , , , , , , , , , 
187435, , , , , , , , , , , , , , , , , , , , -23025.00000000458, -349467.0, , -0.6042655882979271, , , , , , , , , , , 
187635, , , , , , , , , , , , , , , , , , , , -23074.99999999639, -354084.0, , -0.5638360905775552, , , , , , , , , , , 
187835, , , , , , , , , , , , , , , , , , , , -23225.00000000462, -358690.0, , -0.5825688178627788, , , , , , , , , , , 
188035, , , , , , , , , , , , , , , , , , , , -23062.499999996395, -363316.0, , -0.5615478311293318, , , , , , , , , , , 
188235, , , , , , , , , , , , , , , , , , , , -23124.999999996384, -367926.0, , -0.5577649106908739, , , , , , , , , , , 
188435, , , , , , , , , , , , , , , , , , , , -23000.000000004577, -372541.0, , -0.5799079998057787, , , , , , , , , , , 
188635, , , , , , , , , , , , , , , , , , , , -23137.499999996384, -377151.0, , -0.5853606957976135, , , , , , , , , , , 
188835, , , , , , , , , , , , , , , , , , , , -23200.000000004617, -381770.0, , -0.5596054946000713, , , , , , , , , , , 
189035, , , , , , , , , , , , , , , , , , , , -23174.999999996377, -386382.0, , -0.5603443684855629, , , , , , , , , , , 
189235, , , , , , , , , , , , , , , , , , , , -22862.499999996428, -390991.0, , -0.6146496671011263, , , , , , , , , , , 
189435, , , , , , , , , , , , , , , , , , , , -22975.00000000457, -395609.0, , -0.5735087556251565, , , , , , , , , , , 
189635, , , , , , , , , , , , , , , , , , , , -23187.499999996377, -400223.0, , -0.5873361630289182, , , , , , , , , , , 
189835, , , , , , , , , , , , , , , , , , , , -23150.000000004606, -404837.0, , -0.5769276100130192, , , , , , , , , , , 
190035, , , , , , , , , , , , , , , , , , , , -23374.999999996347, -409460.0, , -0.5365654349020097, , , , , , , , , , , 
190235, , , , , , , , , , , , , , , , , , , , -23299.99999999636, -414069.0, , -0.5316224176888882, , , , , , , , , , , 
190435, , , , , , , , , , , , , , , , , , , , -23100.000000004595, -418674.0, , -0.5906023600306272, , , , , , , , , , , 
190635, , , , , , , , , , , , , , , , , , , , -22974.99999999641, -423294.0, , -0.5868423093837283, , , , , , , , , , , 
190835, , , , , , , , , , , , , , , , , , , , -23062.499999996395, -428368.0, , -0.5748238454743932, , , , , , , , , , , 
191035, , , , , , , , , , , , , , , , , , , , -23249.999999996366, -432979.0, , -0.5743423470637972, , , , , , , , , , , 
191235, , , , , , , , , , , , , , , , , , , , -23025.00000000458, -437593.0, , -0.5830360172868805, , , , , , , , , , , 
191435, , , , , , , , , , , , , , , , , , , , -23012.499999996402, -442208.0, , -0.5806845468367883, , , , , , , , , , , 
191635, , , , , , , , , , , , , , , , , , , , -23125.000000004602, -446822.0, , -0.586808165979026, , , , , , , , , , , 
191835, , , , , , , , , , , , , , , , , , , , -23137.499999996384, -451436.0, , -0.5716717922345579, , , , , , , , , , , 
192035, , , , , , , , , , , , , , , , , , , , -23124.999999996384, -456050.0, , -0.5583213341970441, , , , , , , , , , , 
192235, , , , , , , , , , , , , , , , , , , , -23337.500000004642, -460670.0, , -0.5529527440913625, , , , , , , , , , , 
192435, , , , , , , , , , , , , , , , , , , , -23024.999999996402, -465274.0, , -0.584553888381588, , , , , , , , , , , 
192635, , , , , , , , , , , , , , , , , , , , -22900.000000004555, -469885.0, , -0.6312313192787915, , , , , , , , , , , 
192835, , , , , , , , , , , , , , , , , , , , -23099.999999996387, -474503.0, , -0.5794281951979119, , , , , , , , , , , 
193035, , , , , , , , , , , , , , , , , , , , -23162.49999999638, -479120.0, , -0.5577801386785104, , , , , , , , , , , 
193235, , , , , , , , , , , , , , , , , , , , -23062.500000004587, -483729.0, , -0.5834765328412359, , , , , , , , , , , 
193435, , , , , , , , , , , , , , , , , , , , -22999.999999996406, -488335.0, , -0.6054057367840032, , , , , , , , , , , 
193635, , , , , , , , , , , , , , , , , , , , -23087.500000004595, -492959.0, , -0.5553906652951355, , , , , , , , , , , 
193835, , , , , , , , , , , , , , , , , , , , -23112.499999996387, -497566.0, , -0.5703462294779383, , , , , , , , , , , 
194035, , , , , , , , , , , , , , , , , , , , -23137.499999996384, -502185.0, , -0.5739579785738169, , , , , , , , , , , 
194235, , , , , , , , , , , , , , , , , , , , -22837.500000004544, -506790.0, , -0.5896234047796443, , , , , , , , , , , 
194435, , , , , , , , , , , , , , , , , , , , -23024.999999996402, -511412.0, , -0.5712551297277659, , , , , , , , , , , 
194635, , , , , , , , , , , , , , , , , , , , -23037.500000004584, -516023.0, , -0.583770468668823, , , , , , , , , , , 
194835, , , , , , , , , , , , , , , , , , , , -22887.499999996424, -520630.0, , -0.6062513987928941, , , , , , , , , , , 
195035, , , , , , , , , , , , , , , , , , , , -23012.499999996402, -525247.0, , -0.5687272604211976, , , , , , , , , , , 
195235, , , , , , , , , , , , , , , , , , , , -22912.50000000456, -529854.0, , -0.6087613112615036, , , , , , , , , , , 
195435, , , , , , , , , , , , , , , , , , , , -22962.49999999641, -534473.0, , -0.592314069714519, , , , , , , , , , , 
195635, , , , , , , , , , , , , , , , , , , , -23325.000000004642, -539093.0, , -0.5163813163870818, , , , , , , , , , , 
195835, , , , , , , , , , , , , , , , , , , , -23112.499999996387, -543700.0, , -0.5813447500108304, , , , , , , , , , , 
196035, , , , , , , , , , , , , , , , , , , , -23074.99999999639, -548311.0, , -0.5716815896800781, , , , , , , , , , , 
196235, , , , , , , , , , , , , , , , , , , , -22987.500000004573, -552923.0, , -0.5655009907851818, , , , , , , , , , , 
196435, , , , , , , , , , , , , , , , , , , , -22924.999999996417, -557528.0, , -0.616103486192811, , , , , , , , , , , 
196635, , , , , , , , , , , , , , , , , , , , -22837.500000004544, -562149.0, , -0.6036696795973093, , , , , , , , , , , 
196835, , , , , , , , , , , , , , , , , , , , -23199.999999996373, -566739.0, , -0.5483461689191262, , , , , , , , , , , 
197035, , , , , , , , , , , , , , , , , , , , -23187.500000004613, -571351.0, , -0.574867595342359, , , , , , , , , , , 
197235, , , , , , , , , , , , , , , , , , , , -23112.499999996387, -575961.0, , -0.5709084015950775, , , , , , , , , , , 
